,HMDB_ID,Metabolite,Gene,Database,Evidence
389,HMDB0014644,Cimetidine,ABCB1 / ABCB11 / SLC22A1 / SLC22A11 / SLC22A2 / SLC22A3 / SLC22A4 / SLC22A5 / SLC22A6 / SLC22A7,HMDB,HMDB
390,HMDB0014645,Haloperidol,ABCB1,HMDB,HMDB
391,HMDB0014646,Ritonavir,ABCB1 / ABCC1 / ABCC2 / ABCG2 / SLCO1A2 / SLCO1B1,HMDB,HMDB
392,HMDB0014650,Triflupromazine,ABCB1,HMDB,HMDB
393,HMDB0014656,Cisplatin,ABCB1 / ABCC2 / ABCC3 / ABCC5 / ABCC6 / ATP7A / ATP7B / SLC22A2 / SLC31A1 / SLC31A2,HMDB,HMDB
394,HMDB0014661,Caspofungin,ABCB1 / SLC22A1 / SLC22A6 / SLCO1B1 / SLCO1B3,HMDB,HMDB
395,HMDB0014667,Oxaliplatin,ABCG2 / SLC22A1 / SLC22A2 / SLC22A3 / SLC31A1,HMDB,HMDB
396,HMDB0014670,Foscarnet,SLC16A1 / SLC22A6,HMDB,HMDB
397,HMDB0014674,Chlormerodrin,SLC12A1,HMDB,HMDB
398,HMDB0014675,Cefdinir,SLC15A1 / SLC15A2 / SLC22A5,HMDB,HMDB
399,HMDB0014679,Toremifene,ABCB1,HMDB,HMDB
400,HMDB0014681,Vincristine,ABCB1 / ABCB11 / ABCC1 / ABCC2 / ABCC3 / ABCG2 / SLC22A3,HMDB,HMDB
401,HMDB0014695,Lamotrigine,ABCB1,HMDB,HMDB
402,HMDB0014699,Bosentan,ABCB11,HMDB,HMDB
403,HMDB0014704,Carbamazepine,ABCB1,HMDB,HMDB
404,HMDB0014710,Vinblastine,ABCB1 / ABCB11 / ABCC1 / ABCC2 / ABCC6 / SLC22A2,HMDB,HMDB
405,HMDB0014716,Valaciclovir,SLC15A1 / SLC15A2,HMDB,HMDB
406,HMDB0014717,Carbenicillin,SLC22A6,HMDB,HMDB
407,HMDB0014718,Mazindol,SLC6A2 / SLC6A4,HMDB,HMDB
408,HMDB0014723,Nizatidine,ABCB1,HMDB,HMDB
409,HMDB0014733,Oxytetracycline,SLC22A11 / SLC22A6 / SLC22A7,HMDB,HMDB
410,HMDB0014744,Cyclothiazide,SLC22A6,HMDB,HMDB
411,HMDB0014745,Nafcillin,SLC22A6,HMDB,HMDB
412,HMDB0014760,Nicardipine,ABCB1,HMDB,HMDB
413,HMDB0014761,Fluphenazine,ABCB1,HMDB,HMDB
414,HMDB0014769,Clofarabine,ABCG2,HMDB,HMDB
415,HMDB0014775,Astemizole,ABCB1,HMDB,HMDB
416,HMDB0014780,Pemetrexed,SLC29A1,HMDB,HMDB
417,HMDB0014781,Mebendazole,ABCB1,HMDB,HMDB
418,HMDB0014821,Midazolam,ABCB1 / SLC22A1,HMDB,HMDB
419,HMDB0014828,Flurazepam,ABCB1,HMDB,HMDB
420,HMDB0014831,Fluorescein,ABCB11 / ABCC1 / SLC22A6,HMDB,HMDB
421,HMDB0014832,Daunorubicin,ABCB1 / ABCB11 / ABCC1 / ABCC2 / ABCC6 / ABCG2 / SLC22A2,HMDB,HMDB
422,HMDB0014834,Ergotamine,ABCB1 / SLC6A2,HMDB,HMDB
423,HMDB0014836,Nitrofurantoin,ABCG2,HMDB,HMDB
424,HMDB0014839,Amprenavir,ABCB1 / ABCC1,HMDB,HMDB
425,HMDB0014841,Methazolamide,SLC22A6,HMDB,HMDB
426,HMDB0014842,Naltrexone,ABCB1,HMDB,HMDB
427,HMDB0014847,Lamivudine,ABCC1 / ABCG2 / SLC22A6,HMDB,HMDB
428,HMDB0014851,Oxacillin,SLC15A1 / SLC15A2,HMDB,HMDB
429,HMDB0014853,Paroxetine,ABCB1 / SLC6A2 / SLC6A4,HMDB,HMDB
430,HMDB0014856,Adefovir Dipivoxil,ABCC4 / ABCC5 / SLC22A3 / SLC22A6,HMDB,HMDB
431,HMDB0014864,Trimipramine,ABCB1 / SLC6A2 / SLC6A4,HMDB,HMDB
432,HMDB0014878,Riluzole,ABCG2,HMDB,HMDB
433,HMDB0014889,Epinastine,ABCB1,HMDB,HMDB
434,HMDB0014900,Irinotecan,ABCC1 / ABCG2 / SLC22A3 / SLCO1B1,HMDB,HMDB
435,HMDB0014911,Etoposide,ABCB1 / ABCC1 / ABCC2 / ABCC3 / ABCC6 / ABCG2,HMDB,HMDB
436,HMDB0014912,Hydroflumethiazide,SLC12A1,HMDB,HMDB
437,HMDB0014916,Roxithromycin,ABCB1,HMDB,HMDB
438,HMDB0014917,Nalidixic Acid,SLC22A6,HMDB,HMDB
439,HMDB0014925,Aciclovir,SLC22A1 / SLC22A6,HMDB,HMDB
440,HMDB0014933,Sulfasalazine,ABCC2 / ABCG2 / SLC46A1,HMDB,HMDB
441,HMDB0014936,Gentamicin,SLC22A6,HMDB,HMDB
442,HMDB0014943,Minaprine,SLC6A4,HMDB,HMDB
443,HMDB0014948,Biperiden,ABCB1,HMDB,HMDB
444,HMDB0014949,Ribavirin,SLC28A3 / SLC29A1,HMDB,HMDB
445,HMDB0014950,Phenylbutazone,SLC22A11 / SLC22A6,HMDB,HMDB
446,HMDB0014951,Fentanyl,ABCB1,HMDB,HMDB
447,HMDB0014952,Meloxicam,ABCC4,HMDB,HMDB
448,HMDB0014957,Acetazolamide,SLC22A6,HMDB,HMDB
449,HMDB0014959,Carprofen,SLC22A6,HMDB,HMDB
450,HMDB0014968,Phenmetrazine,SLC6A2,HMDB,HMDB
451,HMDB0014969,Trifluoperazine,ABCB1,HMDB,HMDB
452,HMDB0014971,Cefaclor,SLC15A1 / SLC15A2,HMDB,HMDB
453,HMDB0014983,Clofazimine,ABCB1 / ABCB11,HMDB,HMDB
454,HMDB0015002,Tacrolimus,ABCB1,HMDB,HMDB
455,HMDB0015013,Flupenthixol,ABCB1,HMDB,HMDB
456,HMDB0015014,Eprosartan,ABCC2,HMDB,HMDB
457,HMDB0015015,Sirolimus,ABCB1 / SLCO1B1,HMDB,HMDB
458,HMDB0015018,Chlorothiazide,SLC22A6,HMDB,HMDB
459,HMDB0015020,Clomifene,ABCB1,HMDB,HMDB
460,HMDB0015024,Bumetanide,SLC10A1 / SLC12A1 / SLC12A2 / SLC12A4 / SLC12A5 / SLC22A11 / SLC22A6 / SLC22A7 / SLCO1A2,HMDB,HMDB
461,HMDB0015037,Didanosine,SLC22A6,HMDB,HMDB
462,HMDB0015039,Ethacrynic acid,SLC12A1 / SLC22A6,HMDB,HMDB
463,HMDB0015050,Phenformin,SLC22A1 / SLC22A2,HMDB,HMDB
464,HMDB0015061,Phenoxybenzamine,SLC22A1 / SLC22A2 / SLC22A3,HMDB,HMDB
465,HMDB0015072,Diethylpropion,SLC6A2,HMDB,HMDB
466,HMDB0015074,Meclofenamic acid,SLC22A6 / SLCO1C1,HMDB,HMDB
467,HMDB0015078,Zalcitabine,SLC22A6 / SLC22A7,HMDB,HMDB
468,HMDB0015093,Carboplatin,SLC31A1 / SLC31A2,HMDB,HMDB
469,HMDB0015101,Telmisartan,ABCB1 / ABCC2 / ABCG2,HMDB,HMDB
470,HMDB0015102,Desloratadine,ABCB1,HMDB,HMDB
471,HMDB0015105,Dactinomycin,ABCB1 / ABCC1 / ABCC6 / ABCG2 / SLC22A5,HMDB,HMDB
472,HMDB0015108,Ezetimibe,ABCB1 / ABCC2 / SLCO1B1,HMDB,HMDB
473,HMDB0015110,Dipyridamole,ABCB1 / ABCC4 / ABCC5,HMDB,HMDB
474,HMDB0015122,Cytarabine,SLC22A1 / SLC22A2 / SLC29A1,HMDB,HMDB
475,HMDB0015132,Doxorubicin,ABCB1 / ABCB11 / ABCC1 / ABCC3 / ABCC6 / ABCG2 / SLC22A16,HMDB,HMDB
476,HMDB0015135,Cyclacillin,SLC15A1 / SLC15A2 / SLC22A5,HMDB,HMDB
477,HMDB0015139,Ganciclovir,SLC22A1 / SLC22A6 / SLC22A7,HMDB,HMDB
478,HMDB0015146,Metyrapone,ABCC3,HMDB,HMDB
479,HMDB0015156,Trichlormethiazide,SLC12A1,HMDB,HMDB
480,HMDB0015158,Felodipine,ABCB1,HMDB,HMDB
481,HMDB0015164,Topotecan,ABCB1 / ABCG2,HMDB,HMDB
482,HMDB0015167,Mercaptopurine,ABCC4 / ABCC5,HMDB,HMDB
483,HMDB0015169,Procainamide,SLC22A1 / SLC22A2 / SLC22A3 / SLC22A4 / SLC22A5,HMDB,HMDB
484,HMDB0015171,Selegiline,ABCB1,HMDB,HMDB
485,HMDB0015177,Memantine,SLC22A2,HMDB,HMDB
486,HMDB0015179,Rifampin,ABCB1 / ABCB11 / ABCC1 / ABCC2 / ABCC3 / ABCC5 / SLC22A7 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO2B1,HMDB,HMDB
487,HMDB0015185,Novobiocin,ABCB11 / ABCG2 / SLC22A11 / SLC22A6,HMDB,HMDB
488,HMDB0015186,Penicillin G,SLC15A1 / SLC15A2 / SLC22A11 / SLC22A4 / SLC22A5 / SLC22A6 / SLCO1B1 / SLCO2B1 / SLCO3A1 / SLCO4A1,HMDB,HMDB
489,HMDB0015187,Nitrendipine,ABCB1,HMDB,HMDB
490,HMDB0015193,Amoxicillin,SLC15A1 / SLC15A2 / SLC22A6,HMDB,HMDB
491,HMDB0015202,Promethazine,ABCB1,HMDB,HMDB
492,HMDB0015205,Atazanavir,ABCB1 / ABCC1,HMDB,HMDB
493,HMDB0015206,Fludarabine,SLC29A1,HMDB,HMDB
494,HMDB0015232,Pimozide,ABCB1,HMDB,HMDB
495,HMDB0015235,Quinacrine,ABCB1 / SLC22A2,HMDB,HMDB
496,HMDB0015237,Sibutramine,SLC6A2 / SLC6A4,HMDB,HMDB
497,HMDB0015242,Miconazole,ABCB1,HMDB,HMDB
498,HMDB0015244,Cefuroxime,SLC15A1 / SLC15A2,HMDB,HMDB
499,HMDB0015247,Nifedipine,ABCB1 / ABCC2 / ABCC3,HMDB,HMDB
500,HMDB0015256,Tolbutamide,SLC15A1 / SLC15A2 / SLC22A6 / SLCO1A2 / SLCO2B1,HMDB,HMDB
501,HMDB0015264,Pioglitazone,SLCO1B1 / SLCO1B3,HMDB,HMDB
502,HMDB0015269,Sulfinpyrazone,ABCB1 / ABCC1 / ABCC2 / ABCC3 / ABCC4 / ABCC5 / ABCC6,HMDB,HMDB
503,HMDB0015271,Cefadroxil,SLC15A1 / SLC15A2 / SLC22A5 / SLC22A6,HMDB,HMDB
504,HMDB0015280,Nefazodone,ABCB1 / SLC6A2 / SLC6A4,HMDB,HMDB
505,HMDB0015293,Terazosin,ABCB1,HMDB,HMDB
506,HMDB0015298,Itraconazole,ABCB1,HMDB,HMDB
507,HMDB0015300,Arsenic trioxide,ABCB1 / ABCC2,HMDB,HMDB
508,HMDB0015301,Guanethidine,SLC6A2,HMDB,HMDB
509,HMDB0015308,Idarubicin,ABCC1,HMDB,HMDB
510,HMDB0015313,Propafenone,ABCB1,HMDB,HMDB
511,HMDB0015314,Naloxone,ABCB1 / SLCO1A2,HMDB,HMDB
512,HMDB0015315,Domperidone,ABCB1,HMDB,HMDB
513,HMDB0015322,Dexfenfluramine,SLC6A4,HMDB,HMDB
514,HMDB0015324,Acebutolol,ABCB1 / SLC22A1,HMDB,HMDB
515,HMDB0015330,Tubocurarine,SLC22A1,HMDB,HMDB
516,HMDB0015331,Bromocriptine,ABCB1,HMDB,HMDB
517,HMDB0015333,Levetiracetam,ABCB1 / ABCC2,HMDB,HMDB
518,HMDB0015334,Nadolol,ABCB1,HMDB,HMDB
519,HMDB0015335,Mitoxantrone,ABCB1 / ABCC1 / ABCG2,HMDB,HMDB
520,HMDB0015336,Flumazenil,ABCB1,HMDB,HMDB
521,HMDB0015342,Clarithromycin,ABCB1 / SLC22A7,HMDB,HMDB
522,HMDB0015367,Bromodiphenhydramine,SLC22A6,HMDB,HMDB
523,HMDB0015369,Chlorprothixene,ABCB1,HMDB,HMDB
524,HMDB0015371,Gemfibrozil,SLCO1B1,HMDB,HMDB
525,HMDB0015372,Clomipramine,ABCB1 / SLC6A2 / SLC6A4,HMDB,HMDB
526,HMDB0015374,Bepridil,ABCB1,HMDB,HMDB
527,HMDB0015383,Ergonovine,ABCB1,HMDB,HMDB
528,HMDB0015384,Dasatinib,ABCB1 / ABCG2,HMDB,HMDB
529,HMDB0015392,Posaconazole,ABCB1,HMDB,HMDB
530,HMDB0015420,Quinethazone,SLC12A1 / SLC12A2,HMDB,HMDB
531,HMDB0015421,Cefamandole,SLC22A11 / SLC22A6 / SLC22A7,HMDB,HMDB
532,HMDB0015448,Troleandomycin,ABCB1,HMDB,HMDB
533,HMDB0015451,Ephedrine,SLC6A2,HMDB,HMDB
534,HMDB0015465,Bezafibrate,SLCO1B1,HMDB,HMDB
535,HMDB0015466,Colchicine,ABCB1 / ABCB4 / ABCC1 / SLC22A3,HMDB,HMDB
536,HMDB0015472,Neostigmine,ABCB1,HMDB,HMDB
537,HMDB0015479,Tiotropium,SLC22A4 / SLC22A5,HMDB,HMDB
538,HMDB0015483,Cefepime,SLC15A1 / SLC15A2 / SLC22A5,HMDB,HMDB
539,HMDB0015516,Dextroamphetamine,SLC6A2,HMDB,HMDB
540,HMDB0015517,Methamphetamine,SLC22A3 / SLC22A5 / SLC6A2 / SLC6A4,HMDB,HMDB
541,HMDB0015519,Phendimetrazine,SLC6A2,HMDB,HMDB
542,HMDB0015520,Oxprenolol,SLC22A2,HMDB,HMDB
543,HMDB0015534,Nitrazepam,ABCB1,HMDB,HMDB
544,HMDB0015535,Cilastatin,SLC22A6 / SLC22A7,HMDB,HMDB
545,HMDB0015539,Lopinavir,ABCB1,HMDB,HMDB
546,HMDB0015570,Fusidic Acid,ABCB11 / ABCC2,HMDB,HMDB
547,HMDB0015573,Niflumic Acid,SLC16A1 / SLC16A7,HMDB,HMDB
548,HMDB0015595,Nilotinib,ABCB1 / ABCG2,HMDB,HMDB
549,HMDB0015602,Milnacipran,SLC6A2 / SLC6A4,HMDB,HMDB
550,HMDB0015620,Mianserin,SLC6A2 / SLC6A4,HMDB,HMDB
551,HMDB0015627,Droxidopa,SLC16A10 / SLC6A2,HMDB,HMDB
552,HMDB0015632,Temsirolimus,ABCB1,HMDB,HMDB
553,HMDB0015637,Vilazodone,SLC6A4,HMDB,HMDB
554,HMDB0015646,Desvenlafaxine,SLC6A2 / SLC6A4,HMDB,HMDB
555,HMDB0015647,Dexmethylphenidate,SLC6A2 / SLC6A4,HMDB,HMDB
556,HMDB0015652,Levonordefrin,SLC6A2,HMDB,HMDB
557,HMDB0015659,Propylhexedrine,SLC22A3,HMDB,HMDB
558,HMDB0015685,Azidocillin,SLC15A1 / SLC15A2 / SLC22A5,HMDB,HMDB
559,HMDB0030463,Hyperforin,ABCC2 / SLCO1B1,HMDB,HMDB
560,HMDB0031105,Trierucin,APOA4 / APOC3 / CD36 / CETP / MTTP / SLC27A1,HMDB,HMDB
561,HMDB0033991,Daidzin,ABCG2,HMDB,HMDB
562,HMDB0055952,DG(14:0/0:0/14:0),SLC27A1,HMDB,HMDB
563,HMDB0055953,DG(14:0/0:0/15:0),SLC27A1,HMDB,HMDB
564,HMDB0055954,DG(14:0/0:0/16:0),SLC27A1,HMDB,HMDB
565,HMDB0055955,DG(14:0/0:0/18:0),SLC27A1,HMDB,HMDB
566,HMDB0055956,DG(14:0/0:0/20:0),SLC27A1,HMDB,HMDB
567,HMDB0055957,DG(14:0/0:0/22:0),SLC27A1,HMDB,HMDB
568,HMDB0055958,DG(14:0/0:0/24:0),SLC27A1,HMDB,HMDB
569,HMDB0055959,DG(14:0/0:0/14:1n5),SLC27A1,HMDB,HMDB
570,HMDB0055960,DG(14:0/0:0/16:1n7),SLC27A1,HMDB,HMDB
571,HMDB0055961,DG(14:0/0:0/18:1n7),SLC27A1,HMDB,HMDB
572,HMDB0055962,DG(14:0/0:0/18:1n9),SLC27A1,HMDB,HMDB
573,HMDB0055963,DG(14:0/0:0/20:1n9),SLC27A1,HMDB,HMDB
574,HMDB0055964,DG(14:0/0:0/20:3n9),SLC27A1,HMDB,HMDB
575,HMDB0055965,DG(14:0/0:0/22:1n9),SLC27A1,HMDB,HMDB
576,HMDB0055966,DG(14:0/0:0/24:1n9),SLC27A1,HMDB,HMDB
577,HMDB0055967,DG(14:0/0:0/18:2n6),SLC27A1,HMDB,HMDB
578,HMDB0055968,DG(14:0/0:0/18:3n6),SLC27A1,HMDB,HMDB
579,HMDB0055969,DG(14:0/0:0/20:2n6),SLC27A1,HMDB,HMDB
580,HMDB0055970,DG(14:0/0:0/20:3n6),SLC27A1,HMDB,HMDB
581,HMDB0055971,DG(14:0/0:0/20:4n6),SLC27A1,HMDB,HMDB
582,HMDB0055972,DG(14:0/0:0/22:2n6),SLC27A1,HMDB,HMDB
583,HMDB0055973,DG(14:0/0:0/22:4n6),SLC27A1,HMDB,HMDB
584,HMDB0055974,DG(14:0/0:0/22:5n6),SLC27A1,HMDB,HMDB
585,HMDB0055975,DG(14:0/0:0/18:3n3),SLC27A1,HMDB,HMDB
586,HMDB0055976,DG(14:0/0:0/18:4n3),SLC27A1,HMDB,HMDB
587,HMDB0055977,DG(14:0/0:0/20:4n3),SLC27A1,HMDB,HMDB
588,HMDB0055978,DG(14:0/0:0/20:5n3),SLC27A1,HMDB,HMDB
589,HMDB0055979,DG(14:0/0:0/22:5n3),SLC27A1,HMDB,HMDB
590,HMDB0055980,DG(14:0/0:0/22:6n3),SLC27A1,HMDB,HMDB
591,HMDB0055981,DG(15:0/0:0/15:0),SLC27A1,HMDB,HMDB
592,HMDB0055982,DG(15:0/0:0/16:0),SLC27A1,HMDB,HMDB
593,HMDB0055983,DG(15:0/0:0/18:0),SLC27A1,HMDB,HMDB
594,HMDB0055984,DG(15:0/0:0/20:0),SLC27A1,HMDB,HMDB
595,HMDB0055985,DG(15:0/0:0/22:0),SLC27A1,HMDB,HMDB
596,HMDB0055986,DG(15:0/0:0/24:0),SLC27A1,HMDB,HMDB
597,HMDB0055987,DG(15:0/0:0/14:1n5),SLC27A1,HMDB,HMDB
598,HMDB0055988,DG(15:0/0:0/16:1n7),SLC27A1,HMDB,HMDB
599,HMDB0055989,DG(15:0/0:0/18:1n7),SLC27A1,HMDB,HMDB
600,HMDB0055990,DG(15:0/0:0/18:1n9),SLC27A1,HMDB,HMDB
601,HMDB0055991,DG(15:0/0:0/20:1n9),SLC27A1,HMDB,HMDB
602,HMDB0055992,DG(15:0/0:0/20:3n9),SLC27A1,HMDB,HMDB
603,HMDB0055993,DG(15:0/0:0/22:1n9),SLC27A1,HMDB,HMDB
604,HMDB0055994,DG(15:0/0:0/24:1n9),SLC27A1,HMDB,HMDB
605,HMDB0055995,DG(15:0/0:0/18:2n6),SLC27A1,HMDB,HMDB
606,HMDB0055996,DG(15:0/0:0/18:3n6),SLC27A1,HMDB,HMDB
607,HMDB0055997,DG(15:0/0:0/20:2n6),SLC27A1,HMDB,HMDB
608,HMDB0055998,DG(15:0/0:0/20:3n6),SLC27A1,HMDB,HMDB
609,HMDB0055999,DG(15:0/0:0/20:4n6),SLC27A1,HMDB,HMDB
610,HMDB0056000,DG(15:0/0:0/22:2n6),SLC27A1,HMDB,HMDB
611,HMDB0056001,DG(15:0/0:0/22:4n6),SLC27A1,HMDB,HMDB
612,HMDB0056002,DG(15:0/0:0/22:5n6),SLC27A1,HMDB,HMDB
613,HMDB0056003,DG(15:0/0:0/18:3n3),SLC27A1,HMDB,HMDB
614,HMDB0056004,DG(15:0/0:0/18:4n3),SLC27A1,HMDB,HMDB
615,HMDB0056005,DG(15:0/0:0/20:4n3),SLC27A1,HMDB,HMDB
616,HMDB0056006,DG(15:0/0:0/20:5n3),SLC27A1,HMDB,HMDB
617,HMDB0056007,DG(15:0/0:0/22:5n3),SLC27A1,HMDB,HMDB
618,HMDB0056008,DG(15:0/0:0/22:6n3),SLC27A1,HMDB,HMDB
619,HMDB0056010,DG(16:0/0:0/18:0),SLC27A1,HMDB,HMDB
620,HMDB0056011,DG(16:0/0:0/20:0),SLC27A1,HMDB,HMDB
621,HMDB0056012,DG(16:0/0:0/22:0),SLC27A1,HMDB,HMDB
622,HMDB0056013,DG(16:0/0:0/24:0),SLC27A1,HMDB,HMDB
623,HMDB0056014,DG(16:0/0:0/14:1n5),SLC27A1,HMDB,HMDB
624,HMDB0056015,DG(16:0/0:0/16:1n7),SLC27A1,HMDB,HMDB
625,HMDB0056016,DG(16:0/0:0/18:1n7),SLC27A1,HMDB,HMDB
626,HMDB0056017,DG(16:0/0:0/18:1n9),SLC27A1,HMDB,HMDB
627,HMDB0056018,DG(16:0/0:0/20:1n9),SLC27A1,HMDB,HMDB
628,HMDB0056019,DG(16:0/0:0/20:3n9),SLC27A1,HMDB,HMDB
629,HMDB0056020,DG(16:0/0:0/22:1n9),SLC27A1,HMDB,HMDB
630,HMDB0056021,DG(16:0/0:0/24:1n9),SLC27A1,HMDB,HMDB
631,HMDB0056022,DG(16:0/0:0/18:2n6),SLC27A1,HMDB,HMDB
632,HMDB0056023,DG(16:0/0:0/18:3n6),SLC27A1,HMDB,HMDB
633,HMDB0056024,DG(16:0/0:0/20:2n6),SLC27A1,HMDB,HMDB
634,HMDB0056025,DG(16:0/0:0/20:3n6),SLC27A1,HMDB,HMDB
635,HMDB0056026,DG(16:0/0:0/20:4n6),SLC27A1,HMDB,HMDB
636,HMDB0056027,DG(16:0/0:0/22:2n6),SLC27A1,HMDB,HMDB
637,HMDB0056028,DG(16:0/0:0/22:4n6),SLC27A1,HMDB,HMDB
638,HMDB0056029,DG(16:0/0:0/22:5n6),SLC27A1,HMDB,HMDB
639,HMDB0056030,DG(16:0/0:0/18:3n3),SLC27A1,HMDB,HMDB
640,HMDB0056031,DG(16:0/0:0/18:4n3),SLC27A1,HMDB,HMDB
641,HMDB0056032,DG(16:0/0:0/20:4n3),SLC27A1,HMDB,HMDB
642,HMDB0056033,DG(16:0/0:0/20:5n3),SLC27A1,HMDB,HMDB
643,HMDB0056034,DG(16:0/0:0/22:5n3),SLC27A1,HMDB,HMDB
644,HMDB0056035,DG(16:0/0:0/22:6n3),SLC27A1,HMDB,HMDB
645,HMDB0056036,DG(18:0/0:0/18:0),SLC27A1,HMDB,HMDB
646,HMDB0056037,DG(18:0/0:0/20:0),SLC27A1,HMDB,HMDB
647,HMDB0056038,DG(18:0/0:0/22:0),SLC27A1,HMDB,HMDB
648,HMDB0056039,DG(18:0/0:0/24:0),SLC27A1,HMDB,HMDB
649,HMDB0056040,DG(18:0/0:0/14:1n5),SLC27A1,HMDB,HMDB
650,HMDB0056041,DG(18:0/0:0/16:1n7),SLC27A1,HMDB,HMDB
651,HMDB0056042,DG(18:0/0:0/18:1n7),SLC27A1,HMDB,HMDB
652,HMDB0056043,DG(18:0/0:0/18:1n9),SLC27A1,HMDB,HMDB
653,HMDB0056044,DG(18:0/0:0/20:1n9),SLC27A1,HMDB,HMDB
654,HMDB0056045,DG(18:0/0:0/20:3n9),SLC27A1,HMDB,HMDB
655,HMDB0056046,DG(18:0/0:0/22:1n9),SLC27A1,HMDB,HMDB
656,HMDB0056047,DG(18:0/0:0/24:1n9),SLC27A1,HMDB,HMDB
657,HMDB0056048,DG(18:0/0:0/18:2n6),SLC27A1,HMDB,HMDB
658,HMDB0056049,DG(18:0/0:0/18:3n6),SLC27A1,HMDB,HMDB
659,HMDB0056050,DG(18:0/0:0/20:2n6),SLC27A1,HMDB,HMDB
660,HMDB0056051,DG(18:0/0:0/20:3n6),SLC27A1,HMDB,HMDB
661,HMDB0056052,DG(18:0/0:0/20:4n6),SLC27A1,HMDB,HMDB
662,HMDB0056053,DG(18:0/0:0/22:2n6),SLC27A1,HMDB,HMDB
663,HMDB0056054,DG(18:0/0:0/22:4n6),SLC27A1,HMDB,HMDB
664,HMDB0056055,DG(18:0/0:0/22:5n6),SLC27A1,HMDB,HMDB
665,HMDB0056056,DG(18:0/0:0/18:3n3),SLC27A1,HMDB,HMDB
666,HMDB0056057,DG(18:0/0:0/18:4n3),SLC27A1,HMDB,HMDB
667,HMDB0056058,DG(18:0/0:0/20:4n3),SLC27A1,HMDB,HMDB
668,HMDB0056059,DG(18:0/0:0/20:5n3),SLC27A1,HMDB,HMDB
669,HMDB0056060,DG(18:0/0:0/22:5n3),SLC27A1,HMDB,HMDB
670,HMDB0056061,DG(18:0/0:0/22:6n3),SLC27A1,HMDB,HMDB
671,HMDB0056062,DG(20:0/0:0/20:0),SLC27A1,HMDB,HMDB
672,HMDB0056063,DG(20:0/0:0/22:0),SLC27A1,HMDB,HMDB
673,HMDB0056064,DG(20:0/0:0/24:0),SLC27A1,HMDB,HMDB
674,HMDB0056065,DG(20:0/0:0/14:1n5),SLC27A1,HMDB,HMDB
675,HMDB0056066,DG(20:0/0:0/16:1n7),SLC27A1,HMDB,HMDB
676,HMDB0056067,DG(20:0/0:0/18:1n7),SLC27A1,HMDB,HMDB
677,HMDB0056068,DG(20:0/0:0/18:1n9),SLC27A1,HMDB,HMDB
678,HMDB0056069,DG(20:0/0:0/20:1n9),SLC27A1,HMDB,HMDB
679,HMDB0056070,DG(20:0/0:0/20:3n9),SLC27A1,HMDB,HMDB
680,HMDB0056071,DG(20:0/0:0/22:1n9),SLC27A1,HMDB,HMDB
681,HMDB0056072,DG(20:0/0:0/24:1n9),SLC27A1,HMDB,HMDB
682,HMDB0056073,DG(20:0/0:0/18:2n6),SLC27A1,HMDB,HMDB
683,HMDB0056074,DG(20:0/0:0/18:3n6),SLC27A1,HMDB,HMDB
684,HMDB0056075,DG(20:0/0:0/20:2n6),SLC27A1,HMDB,HMDB
685,HMDB0056076,DG(20:0/0:0/20:3n6),SLC27A1,HMDB,HMDB
686,HMDB0056077,DG(20:0/0:0/20:4n6),SLC27A1,HMDB,HMDB
687,HMDB0056078,DG(20:0/0:0/22:2n6),SLC27A1,HMDB,HMDB
688,HMDB0056079,DG(20:0/0:0/22:4n6),SLC27A1,HMDB,HMDB
689,HMDB0056080,DG(20:0/0:0/22:5n6),SLC27A1,HMDB,HMDB
690,HMDB0056081,DG(20:0/0:0/18:3n3),SLC27A1,HMDB,HMDB
691,HMDB0056082,DG(20:0/0:0/18:4n3),SLC27A1,HMDB,HMDB
692,HMDB0056083,DG(20:0/0:0/20:4n3),SLC27A1,HMDB,HMDB
693,HMDB0056084,DG(20:0/0:0/20:5n3),SLC27A1,HMDB,HMDB
694,HMDB0056085,DG(20:0/0:0/22:5n3),SLC27A1,HMDB,HMDB
695,HMDB0056086,DG(20:0/0:0/22:6n3),SLC27A1,HMDB,HMDB
696,HMDB0056087,DG(22:0/0:0/22:0),SLC27A1,HMDB,HMDB
697,HMDB0056088,DG(22:0/0:0/24:0),SLC27A1,HMDB,HMDB
698,HMDB0056089,DG(22:0/0:0/14:1n5),SLC27A1,HMDB,HMDB
699,HMDB0056090,DG(22:0/0:0/16:1n7),SLC27A1,HMDB,HMDB
700,HMDB0056091,DG(22:0/0:0/18:1n7),SLC27A1,HMDB,HMDB
701,HMDB0056092,DG(22:0/0:0/18:1n9),SLC27A1,HMDB,HMDB
702,HMDB0056093,DG(22:0/0:0/20:1n9),SLC27A1,HMDB,HMDB
703,HMDB0056094,DG(22:0/0:0/20:3n9),SLC27A1,HMDB,HMDB
704,HMDB0056095,DG(22:0/0:0/22:1n9),SLC27A1,HMDB,HMDB
705,HMDB0056096,DG(22:0/0:0/24:1n9),SLC27A1,HMDB,HMDB
706,HMDB0056097,DG(22:0/0:0/18:2n6),SLC27A1,HMDB,HMDB
707,HMDB0056098,DG(22:0/0:0/18:3n6),SLC27A1,HMDB,HMDB
708,HMDB0056099,DG(22:0/0:0/20:2n6),SLC27A1,HMDB,HMDB
