,HMDB_ID,Metabolite,Gene,Database,Evidence
413,HMDB0014769,Clofarabine,Abcg3,HMDB,HMDB
414,HMDB0014775,Astemizole,Abcb1a,HMDB,HMDB
415,HMDB0014780,Pemetrexed,Slc29a1,HMDB,HMDB
416,HMDB0014781,Mebendazole,Abcb1a,HMDB,HMDB
417,HMDB0014821,Midazolam,Abcb1a / Slc22a1,HMDB,HMDB
418,HMDB0014828,Flurazepam,Abcb1a,HMDB,HMDB
419,HMDB0014831,Fluorescein,Abcb11 / Abcc1 / Slc22a6,HMDB,HMDB
420,HMDB0014832,Daunorubicin,Abcb11 / Abcb1a / Abcc1 / Abcc2 / Abcc6 / Abcg3 / Slc22a2,HMDB,HMDB
421,HMDB0014834,Ergotamine,Abcb1a / Slc6a2,HMDB,HMDB
422,HMDB0014836,Nitrofurantoin,Abcg3,HMDB,HMDB
423,HMDB0014839,Amprenavir,Abcb1a / Abcc1,HMDB,HMDB
424,HMDB0014841,Methazolamide,Slc22a6,HMDB,HMDB
425,HMDB0014842,Naltrexone,Abcb1a,HMDB,HMDB
426,HMDB0014847,Lamivudine,Abcc1 / Abcg3 / Slc22a6,HMDB,HMDB
427,HMDB0014851,Oxacillin,Slc15a1 / Slc15a2,HMDB,HMDB
428,HMDB0014853,Paroxetine,Abcb1a / Slc6a2 / Slc6a4,HMDB,HMDB
429,HMDB0014856,Adefovir Dipivoxil,Abcc4 / Abcc5 / Slc22a3 / Slc22a6,HMDB,HMDB
430,HMDB0014864,Trimipramine,Abcb1a / Slc6a2 / Slc6a4,HMDB,HMDB
431,HMDB0014878,Riluzole,Abcg3,HMDB,HMDB
432,HMDB0014889,Epinastine,Abcb1a,HMDB,HMDB
433,HMDB0014900,Irinotecan,Abcc1 / Abcg3 / Slc22a3 / Slco1b2,HMDB,HMDB
434,HMDB0014911,Etoposide,Abcb1a / Abcc1 / Abcc2 / Abcc3 / Abcc6 / Abcg3,HMDB,HMDB
435,HMDB0014912,Hydroflumethiazide,Slc12a1,HMDB,HMDB
436,HMDB0014916,Roxithromycin,Abcb1a,HMDB,HMDB
437,HMDB0014917,Nalidixic Acid,Slc22a6,HMDB,HMDB
438,HMDB0014925,Aciclovir,Slc22a1 / Slc22a6,HMDB,HMDB
439,HMDB0014933,Sulfasalazine,Abcc2 / Abcg3 / Slc46a1,HMDB,HMDB
440,HMDB0014936,Gentamicin,Slc22a6,HMDB,HMDB
441,HMDB0014943,Minaprine,Slc6a4,HMDB,HMDB
442,HMDB0014948,Biperiden,Abcb1a,HMDB,HMDB
443,HMDB0014949,Ribavirin,Slc28a3 / Slc29a1,HMDB,HMDB
444,HMDB0014950,Phenylbutazone,Slc22a6,HMDB,HMDB
445,HMDB0014951,Fentanyl,Abcb1a,HMDB,HMDB
446,HMDB0014952,Meloxicam,Abcc4,HMDB,HMDB
447,HMDB0014957,Acetazolamide,Slc22a6,HMDB,HMDB
448,HMDB0014959,Carprofen,Slc22a6,HMDB,HMDB
449,HMDB0014968,Phenmetrazine,Slc6a2,HMDB,HMDB
450,HMDB0014969,Trifluoperazine,Abcb1a,HMDB,HMDB
451,HMDB0014971,Cefaclor,Slc15a1 / Slc15a2,HMDB,HMDB
452,HMDB0014983,Clofazimine,Abcb11 / Abcb1a,HMDB,HMDB
453,HMDB0015002,Tacrolimus,Abcb1a,HMDB,HMDB
454,HMDB0015013,Flupenthixol,Abcb1a,HMDB,HMDB
455,HMDB0015014,Eprosartan,Abcc2,HMDB,HMDB
456,HMDB0015015,Sirolimus,Abcb1a / Slco1b2,HMDB,HMDB
457,HMDB0015018,Chlorothiazide,Slc22a6,HMDB,HMDB
458,HMDB0015020,Clomifene,Abcb1a,HMDB,HMDB
459,HMDB0015024,Bumetanide,Gm6614 / Slc10a1 / Slc12a1 / Slc12a2 / Slc12a4 / Slc12a5 / Slc22a6 / Slc22a7,HMDB,HMDB
460,HMDB0015037,Didanosine,Slc22a6,HMDB,HMDB
461,HMDB0015039,Ethacrynic acid,Slc12a1 / Slc22a6,HMDB,HMDB
462,HMDB0015050,Phenformin,Slc22a1 / Slc22a2,HMDB,HMDB
463,HMDB0015061,Phenoxybenzamine,Slc22a1 / Slc22a2 / Slc22a3,HMDB,HMDB
464,HMDB0015072,Diethylpropion,Slc6a2,HMDB,HMDB
465,HMDB0015074,Meclofenamic acid,Slc22a6 / Slco1c1,HMDB,HMDB
466,HMDB0015078,Zalcitabine,Slc22a6 / Slc22a7,HMDB,HMDB
467,HMDB0015093,Carboplatin,Slc31a1 / Slc31a2,HMDB,HMDB
468,HMDB0015101,Telmisartan,Abcb1a / Abcc2 / Abcg3,HMDB,HMDB
469,HMDB0015102,Desloratadine,Abcb1a,HMDB,HMDB
470,HMDB0015105,Dactinomycin,Abcb1a / Abcc1 / Abcc6 / Abcg3 / Slc22a5,HMDB,HMDB
471,HMDB0015108,Ezetimibe,Abcb1a / Abcc2 / Slco1b2,HMDB,HMDB
472,HMDB0015110,Dipyridamole,Abcb1a / Abcc4 / Abcc5,HMDB,HMDB
473,HMDB0015122,Cytarabine,Slc22a1 / Slc22a2 / Slc29a1,HMDB,HMDB
474,HMDB0015132,Doxorubicin,Abcb11 / Abcb1a / Abcc1 / Abcc3 / Abcc6 / Abcg3 / Slc22a16,HMDB,HMDB
475,HMDB0015135,Cyclacillin,Slc15a1 / Slc15a2 / Slc22a5,HMDB,HMDB
476,HMDB0015139,Ganciclovir,Slc22a1 / Slc22a6 / Slc22a7,HMDB,HMDB
477,HMDB0015146,Metyrapone,Abcc3,HMDB,HMDB
478,HMDB0015156,Trichlormethiazide,Slc12a1,HMDB,HMDB
479,HMDB0015158,Felodipine,Abcb1a,HMDB,HMDB
480,HMDB0015164,Topotecan,Abcb1a / Abcg3,HMDB,HMDB
481,HMDB0015167,Mercaptopurine,Abcc4 / Abcc5,HMDB,HMDB
482,HMDB0015169,Procainamide,Slc22a1 / Slc22a2 / Slc22a3 / Slc22a4 / Slc22a5,HMDB,HMDB
483,HMDB0015171,Selegiline,Abcb1a,HMDB,HMDB
484,HMDB0015177,Memantine,Slc22a2,HMDB,HMDB
485,HMDB0015179,Rifampin,Abcb11 / Abcb1a / Abcc1 / Abcc2 / Abcc3 / Abcc5 / Gm6614 / Slc22a7 / Slco1b2 / Slco2b1,HMDB,HMDB
486,HMDB0015185,Novobiocin,Abcb11 / Abcg3 / Slc22a6,HMDB,HMDB
487,HMDB0015186,Penicillin G,Slc15a1 / Slc15a2 / Slc22a4 / Slc22a5 / Slc22a6 / Slco1b2 / Slco2b1 / Slco3a1 / Slco4a1,HMDB,HMDB
488,HMDB0015187,Nitrendipine,Abcb1a,HMDB,HMDB
489,HMDB0015193,Amoxicillin,Slc15a1 / Slc15a2 / Slc22a6,HMDB,HMDB
490,HMDB0015202,Promethazine,Abcb1a,HMDB,HMDB
491,HMDB0015205,Atazanavir,Abcb1a / Abcc1,HMDB,HMDB
492,HMDB0015206,Fludarabine,Slc29a1,HMDB,HMDB
493,HMDB0015232,Pimozide,Abcb1a,HMDB,HMDB
494,HMDB0015235,Quinacrine,Abcb1a / Slc22a2,HMDB,HMDB
495,HMDB0015237,Sibutramine,Slc6a2 / Slc6a4,HMDB,HMDB
496,HMDB0015242,Miconazole,Abcb1a,HMDB,HMDB
497,HMDB0015244,Cefuroxime,Slc15a1 / Slc15a2,HMDB,HMDB
498,HMDB0015247,Nifedipine,Abcb1a / Abcc2 / Abcc3,HMDB,HMDB
499,HMDB0015256,Tolbutamide,Gm6614 / Slc15a1 / Slc15a2 / Slc22a6 / Slco2b1,HMDB,HMDB
500,HMDB0015264,Pioglitazone,Slco1b2,HMDB,HMDB
501,HMDB0015269,Sulfinpyrazone,Abcb1a / Abcc1 / Abcc2 / Abcc3 / Abcc4 / Abcc5 / Abcc6,HMDB,HMDB
502,HMDB0015271,Cefadroxil,Slc15a1 / Slc15a2 / Slc22a5 / Slc22a6,HMDB,HMDB
503,HMDB0015280,Nefazodone,Abcb1a / Slc6a2 / Slc6a4,HMDB,HMDB
504,HMDB0015293,Terazosin,Abcb1a,HMDB,HMDB
505,HMDB0015298,Itraconazole,Abcb1a,HMDB,HMDB
506,HMDB0015300,Arsenic trioxide,Abcb1a / Abcc2,HMDB,HMDB
507,HMDB0015301,Guanethidine,Slc6a2,HMDB,HMDB
508,HMDB0015308,Idarubicin,Abcc1,HMDB,HMDB
509,HMDB0015313,Propafenone,Abcb1a,HMDB,HMDB
510,HMDB0015314,Naloxone,Abcb1a / Gm6614,HMDB,HMDB
511,HMDB0015315,Domperidone,Abcb1a,HMDB,HMDB
512,HMDB0015322,Dexfenfluramine,Slc6a4,HMDB,HMDB
513,HMDB0015324,Acebutolol,Abcb1a / Slc22a1,HMDB,HMDB
514,HMDB0015330,Tubocurarine,Slc22a1,HMDB,HMDB
515,HMDB0015331,Bromocriptine,Abcb1a,HMDB,HMDB
516,HMDB0015333,Levetiracetam,Abcb1a / Abcc2,HMDB,HMDB
517,HMDB0015334,Nadolol,Abcb1a,HMDB,HMDB
518,HMDB0015335,Mitoxantrone,Abcb1a / Abcc1 / Abcg3,HMDB,HMDB
519,HMDB0015336,Flumazenil,Abcb1a,HMDB,HMDB
520,HMDB0015342,Clarithromycin,Abcb1a / Slc22a7,HMDB,HMDB
521,HMDB0015367,Bromodiphenhydramine,Slc22a6,HMDB,HMDB
522,HMDB0015369,Chlorprothixene,Abcb1a,HMDB,HMDB
523,HMDB0015371,Gemfibrozil,Slco1b2,HMDB,HMDB
524,HMDB0015372,Clomipramine,Abcb1a / Slc6a2 / Slc6a4,HMDB,HMDB
525,HMDB0015374,Bepridil,Abcb1a,HMDB,HMDB
526,HMDB0015383,Ergonovine,Abcb1a,HMDB,HMDB
527,HMDB0015384,Dasatinib,Abcb1a / Abcg3,HMDB,HMDB
528,HMDB0015392,Posaconazole,Abcb1a,HMDB,HMDB
529,HMDB0015420,Quinethazone,Slc12a1 / Slc12a2,HMDB,HMDB
530,HMDB0015421,Cefamandole,Slc22a6 / Slc22a7,HMDB,HMDB
531,HMDB0015448,Troleandomycin,Abcb1a,HMDB,HMDB
532,HMDB0015451,Ephedrine,Slc6a2,HMDB,HMDB
533,HMDB0015465,Bezafibrate,Slco1b2,HMDB,HMDB
534,HMDB0015466,Colchicine,Abcb1a / Abcb4 / Abcc1 / Slc22a3,HMDB,HMDB
535,HMDB0015472,Neostigmine,Abcb1a,HMDB,HMDB
536,HMDB0015479,Tiotropium,Slc22a4 / Slc22a5,HMDB,HMDB
537,HMDB0015483,Cefepime,Slc15a1 / Slc15a2 / Slc22a5,HMDB,HMDB
538,HMDB0015516,Dextroamphetamine,Slc6a2,HMDB,HMDB
539,HMDB0015517,Methamphetamine,Slc22a3 / Slc22a5 / Slc6a2 / Slc6a4,HMDB,HMDB
540,HMDB0015519,Phendimetrazine,Slc6a2,HMDB,HMDB
541,HMDB0015520,Oxprenolol,Slc22a2,HMDB,HMDB
542,HMDB0015534,Nitrazepam,Abcb1a,HMDB,HMDB
543,HMDB0015535,Cilastatin,Slc22a6 / Slc22a7,HMDB,HMDB
544,HMDB0015539,Lopinavir,Abcb1a,HMDB,HMDB
545,HMDB0015570,Fusidic Acid,Abcb11 / Abcc2,HMDB,HMDB
546,HMDB0015573,Niflumic Acid,Slc16a1 / Slc16a7,HMDB,HMDB
547,HMDB0015595,Nilotinib,Abcb1a / Abcg3,HMDB,HMDB
548,HMDB0015602,Milnacipran,Slc6a2 / Slc6a4,HMDB,HMDB
549,HMDB0015620,Mianserin,Slc6a2 / Slc6a4,HMDB,HMDB
550,HMDB0015627,Droxidopa,Slc16a10 / Slc6a2,HMDB,HMDB
551,HMDB0015632,Temsirolimus,Abcb1a,HMDB,HMDB
552,HMDB0015637,Vilazodone,Slc6a4,HMDB,HMDB
553,HMDB0015646,Desvenlafaxine,Slc6a2 / Slc6a4,HMDB,HMDB
554,HMDB0015647,Dexmethylphenidate,Slc6a2 / Slc6a4,HMDB,HMDB
555,HMDB0015652,Levonordefrin,Slc6a2,HMDB,HMDB
556,HMDB0015659,Propylhexedrine,Slc22a3,HMDB,HMDB
557,HMDB0015685,Azidocillin,Slc15a1 / Slc15a2 / Slc22a5,HMDB,HMDB
558,HMDB0030463,Hyperforin,Abcc2 / Slco1b2,HMDB,HMDB
559,HMDB0031105,Trierucin,Apoa4 / Apoc3 / Cd36 / Mttp / Slc27a1,HMDB,HMDB
560,HMDB0033991,Daidzin,Abcg3,HMDB,HMDB
561,HMDB0055952,DG(14:0/0:0/14:0),Slc27a1,HMDB,HMDB
562,HMDB0055953,DG(14:0/0:0/15:0),Slc27a1,HMDB,HMDB
563,HMDB0055954,DG(14:0/0:0/16:0),Slc27a1,HMDB,HMDB
564,HMDB0055955,DG(14:0/0:0/18:0),Slc27a1,HMDB,HMDB
565,HMDB0055956,DG(14:0/0:0/20:0),Slc27a1,HMDB,HMDB
566,HMDB0055957,DG(14:0/0:0/22:0),Slc27a1,HMDB,HMDB
567,HMDB0055958,DG(14:0/0:0/24:0),Slc27a1,HMDB,HMDB
568,HMDB0055959,DG(14:0/0:0/14:1n5),Slc27a1,HMDB,HMDB
569,HMDB0055960,DG(14:0/0:0/16:1n7),Slc27a1,HMDB,HMDB
570,HMDB0055961,DG(14:0/0:0/18:1n7),Slc27a1,HMDB,HMDB
571,HMDB0055962,DG(14:0/0:0/18:1n9),Slc27a1,HMDB,HMDB
572,HMDB0055963,DG(14:0/0:0/20:1n9),Slc27a1,HMDB,HMDB
573,HMDB0055964,DG(14:0/0:0/20:3n9),Slc27a1,HMDB,HMDB
574,HMDB0055965,DG(14:0/0:0/22:1n9),Slc27a1,HMDB,HMDB
575,HMDB0055966,DG(14:0/0:0/24:1n9),Slc27a1,HMDB,HMDB
576,HMDB0055967,DG(14:0/0:0/18:2n6),Slc27a1,HMDB,HMDB
577,HMDB0055968,DG(14:0/0:0/18:3n6),Slc27a1,HMDB,HMDB
578,HMDB0055969,DG(14:0/0:0/20:2n6),Slc27a1,HMDB,HMDB
579,HMDB0055970,DG(14:0/0:0/20:3n6),Slc27a1,HMDB,HMDB
580,HMDB0055971,DG(14:0/0:0/20:4n6),Slc27a1,HMDB,HMDB
581,HMDB0055972,DG(14:0/0:0/22:2n6),Slc27a1,HMDB,HMDB
582,HMDB0055973,DG(14:0/0:0/22:4n6),Slc27a1,HMDB,HMDB
583,HMDB0055974,DG(14:0/0:0/22:5n6),Slc27a1,HMDB,HMDB
584,HMDB0055975,DG(14:0/0:0/18:3n3),Slc27a1,HMDB,HMDB
585,HMDB0055976,DG(14:0/0:0/18:4n3),Slc27a1,HMDB,HMDB
586,HMDB0055977,DG(14:0/0:0/20:4n3),Slc27a1,HMDB,HMDB
587,HMDB0055978,DG(14:0/0:0/20:5n3),Slc27a1,HMDB,HMDB
588,HMDB0055979,DG(14:0/0:0/22:5n3),Slc27a1,HMDB,HMDB
589,HMDB0055980,DG(14:0/0:0/22:6n3),Slc27a1,HMDB,HMDB
590,HMDB0055981,DG(15:0/0:0/15:0),Slc27a1,HMDB,HMDB
591,HMDB0055982,DG(15:0/0:0/16:0),Slc27a1,HMDB,HMDB
592,HMDB0055983,DG(15:0/0:0/18:0),Slc27a1,HMDB,HMDB
593,HMDB0055984,DG(15:0/0:0/20:0),Slc27a1,HMDB,HMDB
594,HMDB0055985,DG(15:0/0:0/22:0),Slc27a1,HMDB,HMDB
595,HMDB0055986,DG(15:0/0:0/24:0),Slc27a1,HMDB,HMDB
596,HMDB0055987,DG(15:0/0:0/14:1n5),Slc27a1,HMDB,HMDB
597,HMDB0055988,DG(15:0/0:0/16:1n7),Slc27a1,HMDB,HMDB
598,HMDB0055989,DG(15:0/0:0/18:1n7),Slc27a1,HMDB,HMDB
599,HMDB0055990,DG(15:0/0:0/18:1n9),Slc27a1,HMDB,HMDB
600,HMDB0055991,DG(15:0/0:0/20:1n9),Slc27a1,HMDB,HMDB
601,HMDB0055992,DG(15:0/0:0/20:3n9),Slc27a1,HMDB,HMDB
602,HMDB0055993,DG(15:0/0:0/22:1n9),Slc27a1,HMDB,HMDB
603,HMDB0055994,DG(15:0/0:0/24:1n9),Slc27a1,HMDB,HMDB
604,HMDB0055995,DG(15:0/0:0/18:2n6),Slc27a1,HMDB,HMDB
605,HMDB0055996,DG(15:0/0:0/18:3n6),Slc27a1,HMDB,HMDB
606,HMDB0055997,DG(15:0/0:0/20:2n6),Slc27a1,HMDB,HMDB
607,HMDB0055998,DG(15:0/0:0/20:3n6),Slc27a1,HMDB,HMDB
608,HMDB0055999,DG(15:0/0:0/20:4n6),Slc27a1,HMDB,HMDB
609,HMDB0056000,DG(15:0/0:0/22:2n6),Slc27a1,HMDB,HMDB
610,HMDB0056001,DG(15:0/0:0/22:4n6),Slc27a1,HMDB,HMDB
611,HMDB0056002,DG(15:0/0:0/22:5n6),Slc27a1,HMDB,HMDB
612,HMDB0056003,DG(15:0/0:0/18:3n3),Slc27a1,HMDB,HMDB
613,HMDB0056004,DG(15:0/0:0/18:4n3),Slc27a1,HMDB,HMDB
614,HMDB0056005,DG(15:0/0:0/20:4n3),Slc27a1,HMDB,HMDB
615,HMDB0056006,DG(15:0/0:0/20:5n3),Slc27a1,HMDB,HMDB
616,HMDB0056007,DG(15:0/0:0/22:5n3),Slc27a1,HMDB,HMDB
617,HMDB0056008,DG(15:0/0:0/22:6n3),Slc27a1,HMDB,HMDB
618,HMDB0056010,DG(16:0/0:0/18:0),Slc27a1,HMDB,HMDB
619,HMDB0056011,DG(16:0/0:0/20:0),Slc27a1,HMDB,HMDB
620,HMDB0056012,DG(16:0/0:0/22:0),Slc27a1,HMDB,HMDB
621,HMDB0056013,DG(16:0/0:0/24:0),Slc27a1,HMDB,HMDB
622,HMDB0056014,DG(16:0/0:0/14:1n5),Slc27a1,HMDB,HMDB
623,HMDB0056015,DG(16:0/0:0/16:1n7),Slc27a1,HMDB,HMDB
624,HMDB0056016,DG(16:0/0:0/18:1n7),Slc27a1,HMDB,HMDB
625,HMDB0056017,DG(16:0/0:0/18:1n9),Slc27a1,HMDB,HMDB
626,HMDB0056018,DG(16:0/0:0/20:1n9),Slc27a1,HMDB,HMDB
627,HMDB0056019,DG(16:0/0:0/20:3n9),Slc27a1,HMDB,HMDB
628,HMDB0056020,DG(16:0/0:0/22:1n9),Slc27a1,HMDB,HMDB
629,HMDB0056021,DG(16:0/0:0/24:1n9),Slc27a1,HMDB,HMDB
630,HMDB0056022,DG(16:0/0:0/18:2n6),Slc27a1,HMDB,HMDB
631,HMDB0056023,DG(16:0/0:0/18:3n6),Slc27a1,HMDB,HMDB
632,HMDB0056024,DG(16:0/0:0/20:2n6),Slc27a1,HMDB,HMDB
633,HMDB0056025,DG(16:0/0:0/20:3n6),Slc27a1,HMDB,HMDB
634,HMDB0056026,DG(16:0/0:0/20:4n6),Slc27a1,HMDB,HMDB
635,HMDB0056027,DG(16:0/0:0/22:2n6),Slc27a1,HMDB,HMDB
636,HMDB0056028,DG(16:0/0:0/22:4n6),Slc27a1,HMDB,HMDB
637,HMDB0056029,DG(16:0/0:0/22:5n6),Slc27a1,HMDB,HMDB
638,HMDB0056030,DG(16:0/0:0/18:3n3),Slc27a1,HMDB,HMDB
639,HMDB0056031,DG(16:0/0:0/18:4n3),Slc27a1,HMDB,HMDB
640,HMDB0056032,DG(16:0/0:0/20:4n3),Slc27a1,HMDB,HMDB
641,HMDB0056033,DG(16:0/0:0/20:5n3),Slc27a1,HMDB,HMDB
642,HMDB0056034,DG(16:0/0:0/22:5n3),Slc27a1,HMDB,HMDB
643,HMDB0056035,DG(16:0/0:0/22:6n3),Slc27a1,HMDB,HMDB
644,HMDB0056036,DG(18:0/0:0/18:0),Slc27a1,HMDB,HMDB
645,HMDB0056037,DG(18:0/0:0/20:0),Slc27a1,HMDB,HMDB
646,HMDB0056038,DG(18:0/0:0/22:0),Slc27a1,HMDB,HMDB
647,HMDB0056039,DG(18:0/0:0/24:0),Slc27a1,HMDB,HMDB
648,HMDB0056040,DG(18:0/0:0/14:1n5),Slc27a1,HMDB,HMDB
649,HMDB0056041,DG(18:0/0:0/16:1n7),Slc27a1,HMDB,HMDB
650,HMDB0056042,DG(18:0/0:0/18:1n7),Slc27a1,HMDB,HMDB
651,HMDB0056043,DG(18:0/0:0/18:1n9),Slc27a1,HMDB,HMDB
652,HMDB0056044,DG(18:0/0:0/20:1n9),Slc27a1,HMDB,HMDB
653,HMDB0056045,DG(18:0/0:0/20:3n9),Slc27a1,HMDB,HMDB
654,HMDB0056046,DG(18:0/0:0/22:1n9),Slc27a1,HMDB,HMDB
655,HMDB0056047,DG(18:0/0:0/24:1n9),Slc27a1,HMDB,HMDB
656,HMDB0056048,DG(18:0/0:0/18:2n6),Slc27a1,HMDB,HMDB
657,HMDB0056049,DG(18:0/0:0/18:3n6),Slc27a1,HMDB,HMDB
658,HMDB0056050,DG(18:0/0:0/20:2n6),Slc27a1,HMDB,HMDB
659,HMDB0056051,DG(18:0/0:0/20:3n6),Slc27a1,HMDB,HMDB
660,HMDB0056052,DG(18:0/0:0/20:4n6),Slc27a1,HMDB,HMDB
661,HMDB0056053,DG(18:0/0:0/22:2n6),Slc27a1,HMDB,HMDB
662,HMDB0056054,DG(18:0/0:0/22:4n6),Slc27a1,HMDB,HMDB
663,HMDB0056055,DG(18:0/0:0/22:5n6),Slc27a1,HMDB,HMDB
664,HMDB0056056,DG(18:0/0:0/18:3n3),Slc27a1,HMDB,HMDB
665,HMDB0056057,DG(18:0/0:0/18:4n3),Slc27a1,HMDB,HMDB
666,HMDB0056058,DG(18:0/0:0/20:4n3),Slc27a1,HMDB,HMDB
667,HMDB0056059,DG(18:0/0:0/20:5n3),Slc27a1,HMDB,HMDB
668,HMDB0056060,DG(18:0/0:0/22:5n3),Slc27a1,HMDB,HMDB
669,HMDB0056061,DG(18:0/0:0/22:6n3),Slc27a1,HMDB,HMDB
670,HMDB0056062,DG(20:0/0:0/20:0),Slc27a1,HMDB,HMDB
671,HMDB0056063,DG(20:0/0:0/22:0),Slc27a1,HMDB,HMDB
672,HMDB0056064,DG(20:0/0:0/24:0),Slc27a1,HMDB,HMDB
673,HMDB0056065,DG(20:0/0:0/14:1n5),Slc27a1,HMDB,HMDB
674,HMDB0056066,DG(20:0/0:0/16:1n7),Slc27a1,HMDB,HMDB
675,HMDB0056067,DG(20:0/0:0/18:1n7),Slc27a1,HMDB,HMDB
676,HMDB0056068,DG(20:0/0:0/18:1n9),Slc27a1,HMDB,HMDB
677,HMDB0056069,DG(20:0/0:0/20:1n9),Slc27a1,HMDB,HMDB
678,HMDB0056070,DG(20:0/0:0/20:3n9),Slc27a1,HMDB,HMDB
679,HMDB0056071,DG(20:0/0:0/22:1n9),Slc27a1,HMDB,HMDB
680,HMDB0056072,DG(20:0/0:0/24:1n9),Slc27a1,HMDB,HMDB
681,HMDB0056073,DG(20:0/0:0/18:2n6),Slc27a1,HMDB,HMDB
682,HMDB0056074,DG(20:0/0:0/18:3n6),Slc27a1,HMDB,HMDB
683,HMDB0056075,DG(20:0/0:0/20:2n6),Slc27a1,HMDB,HMDB
684,HMDB0056076,DG(20:0/0:0/20:3n6),Slc27a1,HMDB,HMDB
685,HMDB0056077,DG(20:0/0:0/20:4n6),Slc27a1,HMDB,HMDB
686,HMDB0056078,DG(20:0/0:0/22:2n6),Slc27a1,HMDB,HMDB
687,HMDB0056079,DG(20:0/0:0/22:4n6),Slc27a1,HMDB,HMDB
688,HMDB0056080,DG(20:0/0:0/22:5n6),Slc27a1,HMDB,HMDB
689,HMDB0056081,DG(20:0/0:0/18:3n3),Slc27a1,HMDB,HMDB
690,HMDB0056082,DG(20:0/0:0/18:4n3),Slc27a1,HMDB,HMDB
691,HMDB0056083,DG(20:0/0:0/20:4n3),Slc27a1,HMDB,HMDB
692,HMDB0056084,DG(20:0/0:0/20:5n3),Slc27a1,HMDB,HMDB
693,HMDB0056085,DG(20:0/0:0/22:5n3),Slc27a1,HMDB,HMDB
694,HMDB0056086,DG(20:0/0:0/22:6n3),Slc27a1,HMDB,HMDB
695,HMDB0056087,DG(22:0/0:0/22:0),Slc27a1,HMDB,HMDB
696,HMDB0056088,DG(22:0/0:0/24:0),Slc27a1,HMDB,HMDB
697,HMDB0056089,DG(22:0/0:0/14:1n5),Slc27a1,HMDB,HMDB
698,HMDB0056090,DG(22:0/0:0/16:1n7),Slc27a1,HMDB,HMDB
699,HMDB0056091,DG(22:0/0:0/18:1n7),Slc27a1,HMDB,HMDB
700,HMDB0056092,DG(22:0/0:0/18:1n9),Slc27a1,HMDB,HMDB
701,HMDB0056093,DG(22:0/0:0/20:1n9),Slc27a1,HMDB,HMDB
702,HMDB0056094,DG(22:0/0:0/20:3n9),Slc27a1,HMDB,HMDB
703,HMDB0056095,DG(22:0/0:0/22:1n9),Slc27a1,HMDB,HMDB
704,HMDB0056096,DG(22:0/0:0/24:1n9),Slc27a1,HMDB,HMDB
705,HMDB0056097,DG(22:0/0:0/18:2n6),Slc27a1,HMDB,HMDB
706,HMDB0056098,DG(22:0/0:0/18:3n6),Slc27a1,HMDB,HMDB
707,HMDB0056099,DG(22:0/0:0/20:2n6),Slc27a1,HMDB,HMDB
708,HMDB0056100,DG(22:0/0:0/20:3n6),Slc27a1,HMDB,HMDB
709,HMDB0056101,DG(22:0/0:0/20:4n6),Slc27a1,HMDB,HMDB
710,HMDB0056102,DG(22:0/0:0/22:2n6),Slc27a1,HMDB,HMDB
711,HMDB0056103,DG(22:0/0:0/22:4n6),Slc27a1,HMDB,HMDB
712,HMDB0056104,DG(22:0/0:0/22:5n6),Slc27a1,HMDB,HMDB
713,HMDB0056105,DG(22:0/0:0/18:3n3),Slc27a1,HMDB,HMDB
714,HMDB0056106,DG(22:0/0:0/18:4n3),Slc27a1,HMDB,HMDB
715,HMDB0056107,DG(22:0/0:0/20:4n3),Slc27a1,HMDB,HMDB
716,HMDB0056108,DG(22:0/0:0/20:5n3),Slc27a1,HMDB,HMDB
717,HMDB0056109,DG(22:0/0:0/22:5n3),Slc27a1,HMDB,HMDB
718,HMDB0056110,DG(22:0/0:0/22:6n3),Slc27a1,HMDB,HMDB
719,HMDB0056111,DG(24:0/0:0/24:0),Slc27a1,HMDB,HMDB
720,HMDB0056112,DG(24:0/0:0/14:1n5),Slc27a1,HMDB,HMDB
721,HMDB0056113,DG(24:0/0:0/16:1n7),Slc27a1,HMDB,HMDB
722,HMDB0056114,DG(24:0/0:0/18:1n7),Slc27a1,HMDB,HMDB
723,HMDB0056115,DG(24:0/0:0/18:1n9),Slc27a1,HMDB,HMDB
724,HMDB0056116,DG(24:0/0:0/20:1n9),Slc27a1,HMDB,HMDB
725,HMDB0056117,DG(24:0/0:0/20:3n9),Slc27a1,HMDB,HMDB
726,HMDB0056118,DG(24:0/0:0/22:1n9),Slc27a1,HMDB,HMDB
727,HMDB0056119,DG(24:0/0:0/24:1n9),Slc27a1,HMDB,HMDB
728,HMDB0056120,DG(24:0/0:0/18:2n6),Slc27a1,HMDB,HMDB
729,HMDB0056121,DG(24:0/0:0/18:3n6),Slc27a1,HMDB,HMDB
730,HMDB0056122,DG(24:0/0:0/20:2n6),Slc27a1,HMDB,HMDB
731,HMDB0056123,DG(24:0/0:0/20:3n6),Slc27a1,HMDB,HMDB
732,HMDB0056124,DG(24:0/0:0/20:4n6),Slc27a1,HMDB,HMDB
733,HMDB0056125,DG(24:0/0:0/22:2n6),Slc27a1,HMDB,HMDB
734,HMDB0056126,DG(24:0/0:0/22:4n6),Slc27a1,HMDB,HMDB
735,HMDB0056127,DG(24:0/0:0/22:5n6),Slc27a1,HMDB,HMDB
736,HMDB0056128,DG(24:0/0:0/18:3n3),Slc27a1,HMDB,HMDB
