"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"TSLP_IL7R_CRLF2","TSLP_IL7R_CRLF2","IL2","Tslp","IL7R_CRLF2","","","","","KEGG: mmu04060","Secreted Signaling","Tslp  - (Il7r+Crlf2)"
"IL3_IL3RA_CSF2RB","IL3_IL3RA_CSF2RB","IL4","Il3","IL3RA_CSF2RB","","","","","KEGG: mmu04060","Secreted Signaling","Il3  - (Il3ra+Csf2rb)"
"IL5_IL5RA_CSF2RB","IL5_IL5RA_CSF2RB","IL4","Il5","IL5RA_CSF2RB","","","","","KEGG: mmu04060","Secreted Signaling","Il5  - (Il5ra+Csf2rb)"
"CSF2_CSF2RA_CSF2RB","CSF2_CSF2RA_CSF2RB","IL4","Csf2","CSF2RA_CSF2RB","","","","","KEGG: mmu04060","Secreted Signaling","Csf2  - (Csf2ra+Csf2rb)"
"IL4_IL4R","IL4_IL4R","IL4","Il4","Il4ra","","","","","KEGG: mmu04060","Secreted Signaling","Il4  - Il4r"
"IL4_IL4R_IL13RA1","IL4_IL4R_IL13RA1","IL4","Il4","IL4R_IL13RA1","","","","","KEGG: mmu04060","Secreted Signaling","Il4  - (Il4r+Il13ra1)"
"IL4_IL4R_IL13RA2","IL4_IL4R_IL13RA2","IL4","Il4","IL4R_IL13RA2","","","","","KEGG: mmu04060","Secreted Signaling","Il4  - (Il4r+Il13ra2)"
"IL13_IL4R_IL13RA1","IL13_IL4R_IL13RA1","IL4","Il13","IL4R_IL13RA1","","","","","KEGG: mmu04060","Secreted Signaling","Il13  - (Il4r+Il13ra1)"
"IL13_IL4R_IL13RA2","IL13_IL4R_IL13RA2","IL4","Il13","IL4R_IL13RA2","","","","","KEGG: mmu04060","Secreted Signaling","Il13  - (Il4r+Il13ra2)"
"IL13_IL13RA1","IL13_IL13RA1","IL4","Il13","Il13ra1","","","","","KEGG: mmu04060","Secreted Signaling","Il13  - Il13ra1"
"IL13_IL13RA2","IL13_IL13RA2","IL4","Il13","Il13ra2","","","","","KEGG: mmu04060","Secreted Signaling","Il13  - Il13ra2"
"IL6_IL6R_IL6ST","IL6_IL6R_IL6ST","IL6","Il6","IL6R_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Il6  - (Il6r+Il6st)"
"IL11_IL11RA1_IL6ST","IL11_IL11RA1_IL6ST","IL6","Il11","IL11R complex 1","","","","","KEGG: mmu04060","Secreted Signaling","Il11  - (Il11ra1+Il6st)"
"IL11_IL11RA2_IL6ST","IL11_IL11RA2_IL6ST","IL6","Il11","IL11R complex 2","","","","","KEGG: mmu04060","Secreted Signaling","Il11  - (Il11ra2+Il6st)"
"IL12B_IL12RB1_IL12RB2","IL12B_IL12RB1_IL12RB2","IL12","IL12AB","IL12RB1_IL12RB2","","","","","PMID: 26918147","Secreted Signaling","Il12b  - (Il12rb1+Il12rb2)"
"IL23A_IL23R_IL12RB1","IL23A_IL23R_IL12RB1","IL12","IL23 complex","IL23R_IL12RB1","","","","","PMID: 11114383","Secreted Signaling","Il23a  - (Il23r+Il12rb1)"
"EBI3_IL27RA_IL6ST","EBI3_IL27RA_IL6ST","IL12","IL27 complex","IL27RA_IL6ST","","","","","PMID: 25861977","Secreted Signaling","Ebi3  - (Il27ra+Il6st)"
"IL31_IL31RA_OSMR","IL31_IL31RA_OSMR","IL6","Il31","IL31RA_OSMR","","","","","KEGG: mmu04060","Secreted Signaling","Il31  - (Il31ra+Osmr)"
"CNTF_CNTFR_LIFR","CNTF_CNTFR_LIFR","LIFR","Cntf","CNTFR_LIFR","","","","","KEGG: mmu04060","Secreted Signaling","Cntf  - (Cntfr+Lifr)"
"CLCF1_CNTFR_LIFR","CLCF1_CNTFR_LIFR","LIFR","Clcf1","CNTFR_LIFR","","","","","KEGG: mmu04060","Secreted Signaling","Clcf1  - (Cntfr+Lifr)"
"CTF1_LIFR_IL6ST","CTF1_LIFR_IL6ST","LIFR","Ctf1","LIFR_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Ctf1  - (Lifr+Il6st)"
"LIF_LIFR_IL6ST","LIF_LIFR_IL6ST","LIFR","Lif","LIFR_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Lif  - (Lifr+Il6st)"
"OSM_LIFR_IL6ST","OSM_LIFR_IL6ST","OSM","Osm","LIFR_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Osm  - (Lifr+Il6st)"
"OSM_OSMR_IL6ST","OSM_OSMR_IL6ST","OSM","Osm","OSMR_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Osm  - (Osmr+Il6st)"
"IL10_IL10RA_IL10RB","IL10_IL10RA_IL10RB","IL10","Il10","IL10RA_IL10RB","","","","","KEGG: mmu04060","Secreted Signaling","Il10  - (Il10ra+Il10rb)"
"IL19_IL20RA_IL20RB","IL19_IL20RA_IL20RB","IL10","Il19","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il19  - (Il20ra+Il20rb)"
"IL20_IL20RA_IL20RB","IL20_IL20RA_IL20RB","IL10","Il20","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il20  - (Il20ra+Il20rb)"
"IL24_IL20RA_IL20RB","IL24_IL20RA_IL20RB","IL10","Il24","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il24  - (Il20ra+Il20rb)"
"IL20_IL22RA1_IL20RB","IL20_IL22RA1_IL20RB","IL10","Il20","IL22RA1_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il20  - (Il22ra1+Il20rb)"
"IL24_IL22RA1_IL20RB","IL24_IL22RA1_IL20RB","IL10","Il24","IL22RA1_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il24  - (Il22ra1+Il20rb)"
"IL22_IL22RA1_IL10RB","IL22_IL22RA1_IL10RB","IL10","Il22","IL22RA1_IL10RB","","","","","KEGG: mmu04060","Secreted Signaling","Il22  - (Il22ra1+Il10rb)"
"IL1A_IL1R1_IL1RAP","IL1A_IL1R1_IL1RAP","IL1","Il1a","IL1R1_IL1RAP","","IL antagonist","","","KEGG: mmu04060","Secreted Signaling","Il1a  - (Il1r1+Il1rap)"
"IL1B_IL1R1_IL1RAP","IL1B_IL1R1_IL1RAP","IL1","Il1b","IL1R1_IL1RAP","","IL antagonist","","","KEGG: mmu04060","Secreted Signaling","Il1b  - (Il1r1+Il1rap)"
"IL1A_IL1R2","IL1A_IL1R2","IL1","Il1a","Il1r2","","","","","KEGG: mmu04060","Secreted Signaling","Il1a  - Il1r2"
"IL1B_IL1R2","IL1B_IL1R2","IL1","Il1b","Il1r2","","","","","KEGG: mmu04060","Secreted Signaling","Il1b  - Il1r2"
"IL1F5_IL1RL2_IL1RAP","IL1F5_IL1RL2_IL1RAP","IL1","Il1f5","IL1RL2_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il1f5  - (Il1rl2+Il1rap)"
"IL1F6_IL1RL2_IL1RAP","IL1F6_IL1RL2_IL1RAP","IL1","Il1f6","IL1RL2_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il1f6  - (Il1rl2+Il1rap)"
"IL1F8_IL1RL2_IL1RAP","IL1F8_IL1RL2_IL1RAP","IL1","Il1f8","IL1RL2_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il1f8  - (Il1rl2+Il1rap)"
"IL1F9_IL1RL2_IL1RAP","IL1F9_IL1RL2_IL1RAP","IL1","Il1f9","IL1RL2_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il1f9  - (Il1rl2+Il1rap)"
"IL1F10_IL1RL2_IL1RAP","IL1F10_IL1RL2_IL1RAP","IL1","Il1f10","IL1RL2_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il1f10  - (Il1rl2+Il1rap)"
"IL18_IL18R1_IL18RAP","IL18_IL18R1_IL18RAP","IL1","Il18","IL18R1_IL18RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il18  - (Il18r1+Il18rap)"
"IL33_IL1RL1_IL1RAP","IL33_IL1RL1_IL1RAP","IL1","Il33","IL1RL1_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il33  - (Il1rl1+Il1rap)"
"IL17A_IL17RA_IL17RC","IL17A_IL17RA_IL17RC","IL17","Il17a","IL17RA_IL17RC","","","","","KEGG: mmu04060","Secreted Signaling","Il17a  - (Il17ra+Il17rc)"
"IL17F_IL17RA_IL17RC","IL17F_IL17RA_IL17RC","IL17","Il17f","IL17RA_IL17RC","","","","","KEGG: mmu04060","Secreted Signaling","Il17f  - (Il17ra+Il17rc)"
"IL17AF_IL17RA_IL17RC","IL17AF_IL17RA_IL17RC","IL17","IL17AF","IL17RA_IL17RC","","","","","PMID: 24813051","Secreted Signaling","Il17af  - (Il17ra+Il17rc)"
"IL17B_IL17RB","IL17B_IL17RB","IL17","Il17b","Il17rb","","","","","KEGG: mmu04060","Secreted Signaling","Il17b  - Il17rb"
"IL17C_IL17RA_IL17RE","IL17C_IL17RA_IL17RE","IL17","Il17c","IL17RA_IL17RE","","","","","KEGG: mmu04060","Secreted Signaling","Il17c  - (Il17ra+Il17re)"
"IL25_IL17RA_IL17RB","IL25_IL17RA_IL17RB","IL17","Il25","IL17RA_IL17RB","","","","","KEGG: mmu04060","Secreted Signaling","Il25  - (Il17ra+Il17rb)"
"IL34_CSF1R","IL34_CSF1R","CSF","Il34","Csf1r","","","","","KEGG: mmu04060","Secreted Signaling","Il34  - Csf1r"
"CSF1_CSF1R","CSF1_CSF1R","CSF","Csf1","Csf1r","","","","","KEGG: mmu04060","Secreted Signaling","Csf1  - Csf1r"
"IL16_CD4","IL16_CD4","IL16","Il16","Cd4","","","","","KEGG: mmu04060","Secreted Signaling","Il16  - Cd4"
"EPO_EPOR","EPO_EPOR","EPO","Epo","Epor","","","","","KEGG: mmu04060","Secreted Signaling","Epo  - Epor"
"GH1_GHR","GH1_GHR","GH","Gh","Ghr","","","","","KEGG: mmu04060","Secreted Signaling","Gh1  - Ghr"
"PRL_PRLR","PRL_PRLR","PRL","Prl","Prlr","","","","","KEGG: mmu04060; PMID: 23192981","Secreted Signaling","Prl  - Prlr"
"THPO_MPL","THPO_MPL","THPO","Thpo","Mpl","","","","","KEGG: mmu04060","Secreted Signaling","Thpo  - Mpl"
"CSF3_CSF3R","CSF3_CSF3R","CSF3","Csf3","Csf3r","","","","","KEGG: mmu04060","Secreted Signaling","Csf3  - Csf3r"
"IFNA_IFNAR1_IFNAR2","IFNA_IFNAR1_IFNAR2","IFN-I","Ifna","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna  - (Ifnar1+Ifnar2)"
"IFNB1_IFNAR1_IFNAR2","IFNB1_IFNAR1_IFNAR2","IFN-I","Ifnb1","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifnb1  - (Ifnar1+Ifnar2)"
"IFNK_IFNAR1_IFNAR2","IFNK_IFNAR1_IFNAR2","IFN-I","Ifnk","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifnk  - (Ifnar1+Ifnar2)"
"IFNE_IFNAR1_IFNAR2","IFNE_IFNAR1_IFNAR2","IFN-I","Ifne","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifne  - (Ifnar1+Ifnar2)"
"IFNA11_IFNAR1_IFNAR2","IFNA11_IFNAR1_IFNAR2","IFN-I","Ifna11","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna11  - (Ifnar1+Ifnar2)"
"IFNA1_IFNAR1_IFNAR2","IFNA1_IFNAR1_IFNAR2","IFN-I","Ifna1","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna1  - (Ifnar1+Ifnar2)"
"IFNA2_IFNAR1_IFNAR2","IFNA2_IFNAR1_IFNAR2","IFN-I","Ifna2","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna2  - (Ifnar1+Ifnar2)"
"IFNA4_IFNAR1_IFNAR2","IFNA4_IFNAR1_IFNAR2","IFN-I","Ifna4","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna4  - (Ifnar1+Ifnar2)"
"IFNA5_IFNAR1_IFNAR2","IFNA5_IFNAR1_IFNAR2","IFN-I","Ifna5","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna5  - (Ifnar1+Ifnar2)"
"IFNA6_IFNAR1_IFNAR2","IFNA6_IFNAR1_IFNAR2","IFN-I","Ifna6","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna6  - (Ifnar1+Ifnar2)"
"IFNA7_IFNAR1_IFNAR2","IFNA7_IFNAR1_IFNAR2","IFN-I","Ifna7","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna7  - (Ifnar1+Ifnar2)"
"IFNA9_IFNAR1_IFNAR2","IFNA9_IFNAR1_IFNAR2","IFN-I","Ifna9","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna9  - (Ifnar1+Ifnar2)"
"IFNAB_IFNAR1_IFNAR2","IFNAB_IFNAR1_IFNAR2","IFN-I","Ifnab","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifnab  - (Ifnar1+Ifnar2)"
"IFNA12_IFNAR1_IFNAR2","IFNA12_IFNAR1_IFNAR2","IFN-I","Ifna12","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna12  - (Ifnar1+Ifnar2)"
"IFNA13_IFNAR1_IFNAR2","IFNA13_IFNAR1_IFNAR2","IFN-I","Ifna13","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna13  - (Ifnar1+Ifnar2)"
"IFNA14_IFNAR1_IFNAR2","IFNA14_IFNAR1_IFNAR2","IFN-I","Ifna14","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna14  - (Ifnar1+Ifnar2)"
"IFNA15_IFNAR1_IFNAR2","IFNA15_IFNAR1_IFNAR2","IFN-I","Ifna15","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna15  - (Ifnar1+Ifnar2)"
"IFNG_IFNGR1_IFNGR2","IFNG_IFNGR1_IFNGR2","IFN-II","Ifng","IFNGR1_IFNGR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifng  - (Ifngr1+Ifngr2)"
"IFNL2_IFNLR1_IL10RB","IFNL2_IFNLR1_IL10RB","IFN-lII","Ifnl2","IFNLR1_IL10RB","","","","","PMID: 28293236","Secreted Signaling","Ifnl2  - (Ifnlr1+Il10rb)"
"IFNL3_IFNLR1_IL10RB","IFNL3_IFNLR1_IL10RB","IFN-lII","Ifnl3","IFNLR1_IL10RB","","","","","PMID: 28293236","Secreted Signaling","Ifnl3  - (Ifnlr1+Il10rb)"
"TNF_TNFRSF1A","TNF_TNFRSF1A","TNF","Tnf","Tnfrsf1a","","","","","KEGG: mmu04060","Secreted Signaling","Tnf  - Tnfrsf1a"
"TNF_TNFRSF1B","TNF_TNFRSF1B","TNF","Tnf","Tnfrsf1b","","","","","KEGG: mmu04060","Secreted Signaling","Tnf  - Tnfrsf1b"
"LTA_TNFRSF1A","LTA_TNFRSF1A","LT","Lta","Tnfrsf1a","","","","","KEGG: mmu04060","Secreted Signaling","Lta  - Tnfrsf1a"
"LTA_TNFRSF1B","LTA_TNFRSF1B","LT","Lta","Tnfrsf1b","","","","","KEGG: mmu04060","Secreted Signaling","Lta  - Tnfrsf1b"
"LTA_TNFRSF14","LTA_TNFRSF14","LT","Lta","Tnfrsf14","","","","","KEGG: mmu04060","Secreted Signaling","Lta  - Tnfrsf14"
"LTA_LTB_LTBR","LTA_LTB_LTBR","LT","LTa1b2","Ltbr","","","","","PMID: 24248355","Secreted Signaling","Lta  - (Ltb+Ltbr)"
"TNFSF14_LTBR","TNFSF14_LTBR","LIGHT","Tnfsf14","Ltbr","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf14  - Ltbr"
"TNFSF14_TNFRSF14","TNFSF14_TNFRSF14","LIGHT","Tnfsf14","Tnfrsf14","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf14  - Tnfrsf14"
"FASL_FAS","FASL_FAS","FASLG","Fasl","Fas","","","","","KEGG: mmu04060","Secreted Signaling","Fasl  - Fas"
"TNFSF15_TNFRSF25","TNFSF15_TNFRSF25","VEGI","Tnfsf15","Tnfrsf25","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf15  - Tnfrsf25"
"TNFSF10_TNFRSF10B","TNFSF10_TNFRSF10B","TRAIL","Tnfsf10","Tnfrsf10b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf10  - Tnfrsf10b"
"EDA_EDAR","EDA_EDAR","EDA","Eda","Edar","","","","","KEGG: mmu04060","Secreted Signaling","Eda  - Edar"
"EDA_EDA2R","EDA_EDA2R","EDA","Eda","Eda2r","","","","","KEGG: mmu04060","Secreted Signaling","Eda  - Eda2r"
"NGF_NGFR","NGF_NGFR","NGF","Ngf","Ngfr","","","","","KEGG: mmu04060","Secreted Signaling","Ngf  - Ngfr"
"KLK1B4_NGFR","KLK1B4_NGFR","NGF","Klk1b4","Ngfr","","","","","KEGG: mmu04060","Secreted Signaling","Klk1b4  - Ngfr"
"TNFSF11_TNFRSF11A","TNFSF11_TNFRSF11A","RANKL","Tnfsf11","Tnfrsf11a","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf11  - Tnfrsf11a"
"TNFSF11_TNFRSF11B","TNFSF11_TNFRSF11B","RANKL","Tnfsf11","Tnfrsf11b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf11  - Tnfrsf11b"
"TNFSF12_TNFRSF12A","TNFSF12_TNFRSF12A","TWEAK","Tnfsf12","Tnfrsf12a","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf12  - Tnfrsf12a"
"CD70_CD27","CD70_CD27","CD70","Cd70","Cd27","","","","","KEGG: mmu04060","Secreted Signaling","Cd70  - Cd27"
"TNFSF8_TNFRSF8","TNFSF8_TNFRSF8","CD30","Tnfsf8","Tnfrsf8","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf8  - Tnfrsf8"
"TNFSF9_TNFRSF9","TNFSF9_TNFRSF9","CD137","Tnfsf9","Tnfrsf9","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf9  - Tnfrsf9"
"TNFSF4_TNFRSF4","TNFSF4_TNFRSF4","OX40","Tnfsf4","Tnfrsf4","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf4  - Tnfrsf4"
"TNFSF18_TNFRSF18","TNFSF18_TNFRSF18","GITRL","Tnfsf18","Tnfrsf18","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf18  - Tnfrsf18"
"TNFSF13_TNFRSF17","TNFSF13_TNFRSF17","APRIL","Tnfsf13","Tnfrsf17","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13  - Tnfrsf17"
"TNFSF13_TNFRSF13B","TNFSF13_TNFRSF13B","APRIL","Tnfsf13","Tnfrsf13b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13  - Tnfrsf13b"
"TNFSF13B_TNFRSF17","TNFSF13B_TNFRSF17","BAFF","Tnfsf13b","Tnfrsf17","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13b  - Tnfrsf17"
"TNFSF13B_TNFRSF13B","TNFSF13B_TNFRSF13B","BAFF","Tnfsf13b","Tnfrsf13b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13b  - Tnfrsf13b"
"TNFSF13B_TNFRSF13C","TNFSF13B_TNFRSF13C","BAFF","Tnfsf13b","Tnfrsf13c","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13b  - Tnfrsf13c"
"CD40LG_ITGA2B_ITGB3","CD40LG_ITGA2B_ITGB3","CD40","Cd40lg","ITGA2B_ITGB3","","","","","PMID: 28676852","Secreted Signaling","Cd40lg  - (Itga2b+Itgb3)"
"CD40LG_ITGA5_ITGB1","CD40LG_ITGA5_ITGB1","CD40","Cd40lg","ITGA5_ITGB1","","","","","PMID: 28676852","Secreted Signaling","Cd40lg  - (Itga5+Itgb1)"
"CD40LG_ITGAM_ITGB2","CD40LG_ITGAM_ITGB2","CD40","Cd40lg","ITGAM_ITGB2","","","","","PMID: 28676852","Secreted Signaling","Cd40lg  - (Itgam+Itgb2)"
"SPP1_CD44","SPP1_CD44","SPP1","Spp1","Cd44","","","","","PMID: 21907263","Secreted Signaling","Spp1  - Cd44"
"SPP1_ITGAV_ITGB3","SPP1_ITGAV_ITGB3","SPP1","Spp1","ITGAV_ITGB3","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb3)"
"SPP1_ITGAV_ITGB1","SPP1_ITGAV_ITGB1","SPP1","Spp1","ITGAV_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb1)"
"SPP1_ITGAV_ITGB5","SPP1_ITGAV_ITGB5","SPP1","Spp1","ITGAV_ITGB5","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb5)"
"SPP1_ITGAV_ITGB6","SPP1_ITGAV_ITGB6","SPP1","Spp1","ITGAV_ITGB6","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb6)"
"SPP1_ITGA4_ITGB1","SPP1_ITGA4_ITGB1","SPP1","Spp1","ITGA4_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itga4+Itgb1)"
"SPP1_ITGA9_ITGB1","SPP1_ITGA9_ITGB1","SPP1","Spp1","ITGA9_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itga9+Itgb1)"
"SPP1_ITGA8_ITGB1","SPP1_ITGA8_ITGB1","SPP1","Spp1","ITGA8_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itga8+Itgb1)"
"SPP1_ITGA5_ITGB1","SPP1_ITGA5_ITGB1","SPP1","Spp1","ITGA5_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itga5+Itgb1)"
"ADIPOQ_ADIPOR1","ADIPOQ_ADIPOR1","ADIPONECTIN","Adipoq","Adipor1","","","","","PMID: 21284979","Secreted Signaling","Adipoq  - Adipor1"
"ADIPOQ_ADIPOR2","ADIPOQ_ADIPOR2","ADIPONECTIN","Adipoq","Adipor2","","","","","PMID: 21284979","Secreted Signaling","Adipoq  - Adipor2"
"RETN_TLR4","RETN_TLR4","RESISTIN","Retn","Tlr4","","","","","PMID: 30809105","Secreted Signaling","Retn  - Tlr4"
"RETN_CAP1","RETN_CAP1","RESISTIN","Retn","Cap1","","","","","PMID: 30809105","Secreted Signaling","Retn  - Cap1"
"NAMPT_INSR","NAMPT_INSR","VISFATIN","Nampt","Insr","","","","","PMID: 28490838","Secreted Signaling","Nampt  - Insr"
"NAMPT_ITGA5_ITGB1","NAMPT_ITGA5_ITGB1","VISFATIN","Nampt","ITGA5_ITGB1","","","","","PMID: 28490838","Secreted Signaling","Nampt  - (Itga5+Itgb1)"
"ANGPTL1_ITGA1_ITGB1","ANGPTL1_ITGA1_ITGB1","ANGPTL","Angptl1","ITGA1_ITGB1","","","","","PMID: 24478758","Secreted Signaling","Angptl1  - (Itga1+Itgb1)"
"ANGPTL2_ITGA5_ITGB1","ANGPTL2_ITGA5_ITGB1","ANGPTL","Angptl2","ITGA5_ITGB1","","","","","PMID: 24478758","Secreted Signaling","Angptl2  - (Itga5+Itgb1)"
"ANGPTL2_TLR4","ANGPTL2_TLR4","ANGPTL","Angptl2","Tlr4","","","","","PMID: 24478758","Secreted Signaling","Angptl2  - Tlr4"
"ANGPTL2_PIRB","ANGPTL2_PIRB","ANGPTL","Angptl2","Pirb","","","","","PMID: 24478758","Secreted Signaling","Angptl2  - Pirb"
"ANGPTL1_PIRB","ANGPTL1_PIRB","ANGPTL","Angptl1","Pirb","","","","","PMID: 24478758","Secreted Signaling","Angptl1  - Pirb"
"ANGPTL7_PIRB","ANGPTL7_PIRB","ANGPTL","Angptl7","Pirb","","","","","PMID: 24478758","Secreted Signaling","Angptl7  - Pirb"
"ANGPTL4_ITGA5_ITGB1","ANGPTL4_ITGA5_ITGB1","ANGPTL","Angptl4","ITGA5_ITGB1","","","","","PMID: 30049845","Secreted Signaling","Angptl4  - (Itga5+Itgb1)"
"ANGPTL4_ITGAV_ITGB3","ANGPTL4_ITGAV_ITGB3","ANGPTL","Angptl4","ITGAV_ITGB3","","","","","PMID: 30049845","Secreted Signaling","Angptl4  - (Itgav+Itgb3)"
"ANGPTL4_CDH5","ANGPTL4_CDH5","ANGPTL","Angptl4","Cdh5","","","","","PMID: 30049845","Secreted Signaling","Angptl4  - Cdh5"
"ANGPTL4_CDH11","ANGPTL4_CDH11","ANGPTL","Angptl4","Cdh11","","","","","PMID: 30049845","Secreted Signaling","Angptl4  - Cdh11"
"ANGPTL4_SDC1","ANGPTL4_SDC1","ANGPTL","Angptl4","Sdc1","","","","","PMID: 29017031","Secreted Signaling","Angptl4  - Sdc1"
"ANGPTL4_SDC2","ANGPTL4_SDC2","ANGPTL","Angptl4","Sdc2","","","","","PMID: 29017031","Secreted Signaling","Angptl4  - Sdc2"
"ANGPTL4_SDC3","ANGPTL4_SDC3","ANGPTL","Angptl4","Sdc3","","","","","PMID: 29017031","Secreted Signaling","Angptl4  - Sdc3"
"ANGPTL4_SDC4","ANGPTL4_SDC4","ANGPTL","Angptl4","Sdc4","","","","","PMID: 29017031","Secreted Signaling","Angptl4  - Sdc4"
"ANGPTL3_ITGAV_ITGB3","ANGPTL3_ITGAV_ITGB3","ANGPTL","Angptl3","ITGAV_ITGB3","","","","","PMID: 11877390","Secreted Signaling","Angptl3  - (Itgav+Itgb3)"
"ANGPT1_TEK","ANGPT1_TEK","ANGPT","Angpt1","Tek","","","","ANGPT inhibition receptor 1","PMID: 20651738","Secreted Signaling","Angpt1  - Tek"
"ANGPT2_TEK","ANGPT2_TEK","ANGPT","Angpt2","Tek","","","","ANGPT inhibition receptor 1","PMID: 20651738","Secreted Signaling","Angpt2  - Tek"
"ANGPT2_ITGA5_ITGB1","ANGPT2_ITGA5_ITGB1","ANGPT","Angpt2","ITGA5_ITGB1","","","","ANGPT inhibition receptor 2","PMID: 20651738; PMID: 25635707","Secreted Signaling","Angpt2  - (Itga5+Itgb1)"
"MDK_SDC1","MDK_SDC1","MK","Mdk","Sdc1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Sdc1"
"MDK_SDC2","MDK_SDC2","MK","Mdk","Sdc2","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Sdc2"
"MDK_SDC4","MDK_SDC4","MK","Mdk","Sdc4","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Sdc4"
"MDK_PTPRZ1","MDK_PTPRZ1","MK","Mdk","Ptprz1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Ptprz1"
"MDK_ITGA4_ITGB1","MDK_ITGA4_ITGB1","MK","Mdk","ITGA4_ITGB1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - (Itga4+Itgb1)"
"MDK_ITGA6_ITGB1","MDK_ITGA6_ITGB1","MK","Mdk","ITGA6_ITGB1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - (Itga6+Itgb1)"
"MDK_LRP1","MDK_LRP1","MK","Mdk","Lrp1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Lrp1"
