"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"DLL3_NOTCH3","DLL3_NOTCH3","NOTCH","DLL3","NOTCH3","","","","","PMID: 22353464","Cell-Cell Contact","DLL3 - NOTCH3",FALSE,"DLL3","","Membrane","Disease variant, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Transmembrane helix, Disulfide bond, Differentiation, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Dwarfism, Repeat","",TRUE,"NOTCH3","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Methylation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"DLL3_NOTCH4","DLL3_NOTCH4","NOTCH","DLL3","NOTCH4","","","","","PMID: 22353464","Cell-Cell Contact","DLL3 - NOTCH4",FALSE,"DLL3","","Membrane","Disease variant, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Transmembrane helix, Disulfide bond, Differentiation, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Dwarfism, Repeat","",TRUE,"NOTCH4","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Notch signaling pathway, Repeat, EGF-like domain, Triplet repeat expansion, Glycoprotein, ANK repeat, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"DLL4_NOTCH1","DLL4_NOTCH1","NOTCH","DLL4","NOTCH1","","","","","PMID: 22353464","Cell-Cell Contact","DLL4 - NOTCH1",FALSE,"DLL4","","Cell membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Sensory transduction, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Vision, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Angiogenesis, 3D-structure, Repeat","",TRUE,"NOTCH1","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, Calcium, Angiogenesis, Isopeptide bond, 3D-structure, Hydroxylation, Transcription, Ubl conjugation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"DLL4_NOTCH2","DLL4_NOTCH2","NOTCH","DLL4","NOTCH2","","","","","PMID: 22353464","Cell-Cell Contact","DLL4 - NOTCH2",FALSE,"DLL4","","Cell membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Sensory transduction, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Vision, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Angiogenesis, 3D-structure, Repeat","",TRUE,"NOTCH2","NOTCH","Cytoplasm, Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Cytoplasm, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Ubl conjugation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"DLL4_NOTCH3","DLL4_NOTCH3","NOTCH","DLL4","NOTCH3","","","","","PMID: 22353464","Cell-Cell Contact","DLL4 - NOTCH3",FALSE,"DLL4","","Cell membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Sensory transduction, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Vision, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Angiogenesis, 3D-structure, Repeat","",TRUE,"NOTCH3","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Methylation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"DLL4_NOTCH4","DLL4_NOTCH4","NOTCH","DLL4","NOTCH4","","","","","PMID: 22353464","Cell-Cell Contact","DLL4 - NOTCH4",FALSE,"DLL4","","Cell membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Sensory transduction, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Vision, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Angiogenesis, 3D-structure, Repeat","",TRUE,"NOTCH4","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Notch signaling pathway, Repeat, EGF-like domain, Triplet repeat expansion, Glycoprotein, ANK repeat, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"JAG1_NOTCH1","JAG1_NOTCH1","NOTCH","JAG1","NOTCH1","","","","","PMID: 22353464","Cell-Cell Contact","JAG1 - NOTCH1",FALSE,"JAG1","","Cell membrane, Membrane","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Notch signaling pathway, Deafness, EGF-like domain, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Calcium, 3D-structure, Repeat","",TRUE,"NOTCH1","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, Calcium, Angiogenesis, Isopeptide bond, 3D-structure, Hydroxylation, Transcription, Ubl conjugation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"JAG1_NOTCH2","JAG1_NOTCH2","NOTCH","JAG1","NOTCH2","","","","","PMID: 22353464","Cell-Cell Contact","JAG1 - NOTCH2",FALSE,"JAG1","","Cell membrane, Membrane","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Notch signaling pathway, Deafness, EGF-like domain, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Calcium, 3D-structure, Repeat","",TRUE,"NOTCH2","NOTCH","Cytoplasm, Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Cytoplasm, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Ubl conjugation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"JAG1_NOTCH3","JAG1_NOTCH3","NOTCH","JAG1","NOTCH3","","","","","PMID: 22353464","Cell-Cell Contact","JAG1 - NOTCH3",FALSE,"JAG1","","Cell membrane, Membrane","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Notch signaling pathway, Deafness, EGF-like domain, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Calcium, 3D-structure, Repeat","",TRUE,"NOTCH3","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Methylation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"JAG1_NOTCH4","JAG1_NOTCH4","NOTCH","JAG1","NOTCH4","","","","","PMID: 22353464","Cell-Cell Contact","JAG1 - NOTCH4",FALSE,"JAG1","","Cell membrane, Membrane","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Notch signaling pathway, Deafness, EGF-like domain, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Calcium, 3D-structure, Repeat","",TRUE,"NOTCH4","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Notch signaling pathway, Repeat, EGF-like domain, Triplet repeat expansion, Glycoprotein, ANK repeat, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"JAG2_NOTCH1","JAG2_NOTCH1","NOTCH","JAG2","NOTCH1","","","","","PMID: 22353464","Cell-Cell Contact","JAG2 - NOTCH1",FALSE,"JAG2","","Membrane","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Transmembrane helix, Phosphoprotein, Limb-girdle muscular dystrophy, Calcium, 3D-structure, Repeat","",TRUE,"NOTCH1","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, Calcium, Angiogenesis, Isopeptide bond, 3D-structure, Hydroxylation, Transcription, Ubl conjugation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"JAG2_NOTCH2","JAG2_NOTCH2","NOTCH","JAG2","NOTCH2","","","","","PMID: 22353464","Cell-Cell Contact","JAG2 - NOTCH2",FALSE,"JAG2","","Membrane","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Transmembrane helix, Phosphoprotein, Limb-girdle muscular dystrophy, Calcium, 3D-structure, Repeat","",TRUE,"NOTCH2","NOTCH","Cytoplasm, Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Cytoplasm, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Ubl conjugation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"JAG2_NOTCH3","JAG2_NOTCH3","NOTCH","JAG2","NOTCH3","","","","","PMID: 22353464","Cell-Cell Contact","JAG2 - NOTCH3",FALSE,"JAG2","","Membrane","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Transmembrane helix, Phosphoprotein, Limb-girdle muscular dystrophy, Calcium, 3D-structure, Repeat","",TRUE,"NOTCH3","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Methylation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"JAG2_NOTCH4","JAG2_NOTCH4","NOTCH","JAG2","NOTCH4","","","","","PMID: 22353464","Cell-Cell Contact","JAG2 - NOTCH4",FALSE,"JAG2","","Membrane","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Transmembrane helix, Phosphoprotein, Limb-girdle muscular dystrophy, Calcium, 3D-structure, Repeat","",TRUE,"NOTCH4","NOTCH","Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Notch signaling pathway, Repeat, EGF-like domain, Triplet repeat expansion, Glycoprotein, ANK repeat, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"DLL1_NOTCH2","DLL1_NOTCH2","NOTCH","DLL1","NOTCH2","","","","","PMID: 22353464","Cell-Cell Contact","DLL1 - NOTCH2",FALSE,"DLL1","","Adherens junction, Apical cell membrane, Membrane raft, Cell junction","Membrane, Intellectual disability, Disulfide bond, Differentiation, Transmembrane, Alternative splicing, Notch signaling pathway, Repeat, EGF-like domain, Glycoprotein, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Autism spectrum disorder, Isopeptide bond, 3D-structure, Cell junction, Ubl conjugation","",TRUE,"NOTCH2","NOTCH","Cytoplasm, Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Cytoplasm, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Ubl conjugation","Receptors","Notch;Other_receptors","","",TRUE,"CellChatDB v1"
"NRXN1_NLGN1","NRXN1_NLGN1","NRXN","NRXN1","NLGN1","","","","","KEGG: hsa04514","Cell-Cell Contact","NRXN1 - NLGN1",TRUE,"NRXN1","Neurexin","Presynaptic cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative promoter usage, Alternative splicing, EGF-like domain, Glycoprotein, Cell projection, Signal, Reference proteome, Schizophrenia, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Synapse, 3D-structure, Cell adhesion, Repeat, Membrane, Transmembrane, Alternative promoter usage, Alternative splicing, Glycoprotein, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Calcium, Angiogenesis, Synapse, 3D-structure, Cell adhesion","",TRUE,"NLGN1","Type-B carboxylesterase/lipase","Synaptic cell membrane, Cell membrane, Synaptic cleft, Postsynaptic density","Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Biological rhythms, Cell membrane, Transmembrane helix, Autism, Autism spectrum disorder, Synapse, 3D-structure, Cell adhesion","Miscellaneous","Ligand;Neuroligin","","",TRUE,"CellChatDB v1"
"NRXN1_NLGN2","NRXN1_NLGN2","NRXN","NRXN1","NLGN2","","","","","KEGG: hsa04514","Cell-Cell Contact","NRXN1 - NLGN2",TRUE,"NRXN1","Neurexin","Presynaptic cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative promoter usage, Alternative splicing, EGF-like domain, Glycoprotein, Cell projection, Signal, Reference proteome, Schizophrenia, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Synapse, 3D-structure, Cell adhesion, Repeat, Membrane, Transmembrane, Alternative promoter usage, Alternative splicing, Glycoprotein, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Calcium, Angiogenesis, Synapse, 3D-structure, Cell adhesion","",TRUE,"NLGN2","Type-B carboxylesterase/lipase","Cell membrane, Postsynaptic cell membrane, Presynaptic cell membrane","Cell projection, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Postsynaptic cell membrane, Synapse, 3D-structure, Cell adhesion, Glycoprotein","Miscellaneous","Ligand;Neuroligin","","",TRUE,"CellChatDB v1"
"NRXN1_NLGN3","NRXN1_NLGN3","NRXN","NRXN1","NLGN3","","","","","KEGG: hsa04514","Cell-Cell Contact","NRXN1 - NLGN3",TRUE,"NRXN1","Neurexin","Presynaptic cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative promoter usage, Alternative splicing, EGF-like domain, Glycoprotein, Cell projection, Signal, Reference proteome, Schizophrenia, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Synapse, 3D-structure, Cell adhesion, Repeat, Membrane, Transmembrane, Alternative promoter usage, Alternative splicing, Glycoprotein, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Calcium, Angiogenesis, Synapse, 3D-structure, Cell adhesion","",TRUE,"NLGN3","Type-B carboxylesterase/lipase","Synapse, Cell membrane","Membrane, Asperger syndrome, Disulfide bond, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Autism, Autism spectrum disorder, Synapse, Cell adhesion","Miscellaneous","Ligand;Neuroligin","","",TRUE,"CellChatDB v1"
"NRXN2_NLGN1","NRXN2_NLGN1","NRXN","NRXN2","NLGN1","","","","","KEGG: hsa04514","Cell-Cell Contact","NRXN2 - NLGN1",TRUE,"NRXN2","Neurexin","Membrane","Membrane, Signal, Reference proteome, Metal-binding, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Calcium, Glycoprotein, Alternative splicing, EGF-like domain, Cell adhesion, Repeat, Membrane, Signal, Reference proteome, Transmembrane helix, Transmembrane, Alternative promoter usage, Alternative splicing, 3D-structure, Cell adhesion, Glycoprotein","",TRUE,"NLGN1","Type-B carboxylesterase/lipase","Synaptic cell membrane, Cell membrane, Synaptic cleft, Postsynaptic density","Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Biological rhythms, Cell membrane, Transmembrane helix, Autism, Autism spectrum disorder, Synapse, 3D-structure, Cell adhesion","Miscellaneous","Ligand;Neuroligin","","",TRUE,"CellChatDB v1"
"NRXN2_NLGN2","NRXN2_NLGN2","NRXN","NRXN2","NLGN2","","","","","KEGG: hsa04514","Cell-Cell Contact","NRXN2 - NLGN2",TRUE,"NRXN2","Neurexin","Membrane","Membrane, Signal, Reference proteome, Metal-binding, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Calcium, Glycoprotein, Alternative splicing, EGF-like domain, Cell adhesion, Repeat, Membrane, Signal, Reference proteome, Transmembrane helix, Transmembrane, Alternative promoter usage, Alternative splicing, 3D-structure, Cell adhesion, Glycoprotein","",TRUE,"NLGN2","Type-B carboxylesterase/lipase","Cell membrane, Postsynaptic cell membrane, Presynaptic cell membrane","Cell projection, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Postsynaptic cell membrane, Synapse, 3D-structure, Cell adhesion, Glycoprotein","Miscellaneous","Ligand;Neuroligin","","",TRUE,"CellChatDB v1"
"NRXN2_NLGN3","NRXN2_NLGN3","NRXN","NRXN2","NLGN3","","","","","KEGG: hsa04514","Cell-Cell Contact","NRXN2 - NLGN3",TRUE,"NRXN2","Neurexin","Membrane","Membrane, Signal, Reference proteome, Metal-binding, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Calcium, Glycoprotein, Alternative splicing, EGF-like domain, Cell adhesion, Repeat, Membrane, Signal, Reference proteome, Transmembrane helix, Transmembrane, Alternative promoter usage, Alternative splicing, 3D-structure, Cell adhesion, Glycoprotein","",TRUE,"NLGN3","Type-B carboxylesterase/lipase","Synapse, Cell membrane","Membrane, Asperger syndrome, Disulfide bond, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Autism, Autism spectrum disorder, Synapse, Cell adhesion","Miscellaneous","Ligand;Neuroligin","","",TRUE,"CellChatDB v1"
"NRXN3_NLGN1","NRXN3_NLGN1","NRXN","NRXN3","NLGN1","","","","","KEGG: hsa04514","Cell-Cell Contact","NRXN3 - NLGN1",TRUE,"NRXN3","Neurexin","Membrane","Membrane, Signal, Reference proteome, Metal-binding, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Calcium, Glycoprotein, Alternative splicing, EGF-like domain, Cell adhesion, Repeat, Membrane, Signal, Reference proteome, Transmembrane helix, Transmembrane, Alternative promoter usage, Angiogenesis, Alternative splicing, Cell adhesion, Glycoprotein","",TRUE,"NLGN1","Type-B carboxylesterase/lipase","Synaptic cell membrane, Cell membrane, Synaptic cleft, Postsynaptic density","Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Biological rhythms, Cell membrane, Transmembrane helix, Autism, Autism spectrum disorder, Synapse, 3D-structure, Cell adhesion","Miscellaneous","Ligand;Neuroligin","","",TRUE,"CellChatDB v1"
"NRXN3_NLGN2","NRXN3_NLGN2","NRXN","NRXN3","NLGN2","","","","","KEGG: hsa04514","Cell-Cell Contact","NRXN3 - NLGN2",TRUE,"NRXN3","Neurexin","Membrane","Membrane, Signal, Reference proteome, Metal-binding, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Calcium, Glycoprotein, Alternative splicing, EGF-like domain, Cell adhesion, Repeat, Membrane, Signal, Reference proteome, Transmembrane helix, Transmembrane, Alternative promoter usage, Angiogenesis, Alternative splicing, Cell adhesion, Glycoprotein","",TRUE,"NLGN2","Type-B carboxylesterase/lipase","Cell membrane, Postsynaptic cell membrane, Presynaptic cell membrane","Cell projection, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Postsynaptic cell membrane, Synapse, 3D-structure, Cell adhesion, Glycoprotein","Miscellaneous","Ligand;Neuroligin","","",TRUE,"CellChatDB v1"
"NRXN3_NLGN3","NRXN3_NLGN3","NRXN","NRXN3","NLGN3","","","","","KEGG: hsa04514","Cell-Cell Contact","NRXN3 - NLGN3",TRUE,"NRXN3","Neurexin","Membrane","Membrane, Signal, Reference proteome, Metal-binding, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Calcium, Glycoprotein, Alternative splicing, EGF-like domain, Cell adhesion, Repeat, Membrane, Signal, Reference proteome, Transmembrane helix, Transmembrane, Alternative promoter usage, Angiogenesis, Alternative splicing, Cell adhesion, Glycoprotein","",TRUE,"NLGN3","Type-B carboxylesterase/lipase","Synapse, Cell membrane","Membrane, Asperger syndrome, Disulfide bond, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Autism, Autism spectrum disorder, Synapse, Cell adhesion","Miscellaneous","Ligand;Neuroligin","","",TRUE,"CellChatDB v1"
"OCLN_OCLN","OCLN_OCLN","OCLN","OCLN","OCLN","","","","","KEGG: hsa04514","Cell-Cell Contact","OCLN - OCLN",FALSE,"OCLN","ELL/occludin","Cell junction, Cell membrane, Tight junction","Disease variant, Coiled coil, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Alternative splicing, Tight junction, 3D-structure, Cell junction","",NA,"OCLN","ELL/occludin","Cell junction, Cell membrane, Tight junction","Disease variant, Coiled coil, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Alternative splicing, Tight junction, 3D-structure, Cell junction","","","","",NA,"CellChatDB v1"
"CD274_PDCD1","CD274_PDCD1","PD-L1","CD274","PDCD1","","","","","PMID: 23954143","Cell-Cell Contact","CD274 - PDCD1",FALSE,"CD274","Immunoglobulin superfamily, BTN/MOG","Cell membrane, Early endosome membrane, Recycling endosome membrane","Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, 3D-structure, Endosome, Ubl conjugation","",TRUE,"PDCD1","","Cell membrane","Systemic lupus erythematosus, Immunity, Membrane, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Isopeptide bond, 3D-structure, Ubl conjugation","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
"PDCD1LG2_PDCD1","PDCD1LG2_PDCD1","PDL2","PDCD1LG2","PDCD1","","","","","PMID: 23954143","Cell-Cell Contact","PDCD1LG2 - PDCD1",FALSE,"PDCD1LG2","Immunoglobulin superfamily, BTN/MOG","Cell membrane, Secreted, Endomembrane system","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Direct protein sequencing, 3D-structure, Repeat","secreted",TRUE,"PDCD1","","Cell membrane","Systemic lupus erythematosus, Immunity, Membrane, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Isopeptide bond, 3D-structure, Ubl conjugation","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
"PECAM1_PECAM1","PECAM1_PECAM1","PECAM1","PECAM1","PECAM1","","","","","KEGG: hsa04514","Cell-Cell Contact","PECAM1 - PECAM1",FALSE,"PECAM1","","Cell membrane","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Phagocytosis, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Phosphoprotein, Cell membrane, 3D-structure, Cell junction, Palmitate, Cell adhesion, Repeat","",TRUE,"PECAM1","","Cell membrane","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Phagocytosis, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Phosphoprotein, Cell membrane, 3D-structure, Cell junction, Palmitate, Cell adhesion, Repeat","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
