"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"LAMC1_DAG1","LAMC1_DAG1","LAMININ","Lamc1","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - Dag1",TRUE,"Lamc1","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Phosphoprotein, Disulfide bond, Secreted, Extracellular matrix, Repeat, 3D-structure, Cell adhesion, Laminin EGF-like domain, Glycoprotein","secreted",FALSE,"Dag1","","Secreted, Nucleoplasm, Cell membrane, Cytoplasm, Nucleus, Postsynaptic cell membrane, Sarcolemma, Extracellular space, Cytoskeleton","Membrane, Host-virus interaction, Lissencephaly, Secreted, Disulfide bond, Transmembrane, Dystroglycanopathy, Receptor, Host cell receptor for virus entry, Cytoplasm, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Congenital muscular dystrophy, Limb-girdle muscular dystrophy, Cytoskeleton, Postsynaptic cell membrane, Synapse, 3D-structure, Autocatalytic cleavage","Unclassified","Unclassified","","secreted",TRUE,"CellChatDB v1"
"LAMC2_DAG1","LAMC2_DAG1","LAMININ","Lamc2","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc2  - Dag1",TRUE,"Lamc2","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Direct protein sequencing, Alternative splicing, Epidermolysis bullosa, Repeat, Cell adhesion, Heparin-binding, Laminin EGF-like domain, Glycoprotein","",NA,"Dag1","","Secreted, Nucleoplasm, Cell membrane, Cytoplasm, Nucleus, Postsynaptic cell membrane, Sarcolemma, Extracellular space, Cytoskeleton","Membrane, Host-virus interaction, Lissencephaly, Secreted, Disulfide bond, Transmembrane, Dystroglycanopathy, Receptor, Host cell receptor for virus entry, Cytoplasm, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Congenital muscular dystrophy, Limb-girdle muscular dystrophy, Cytoskeleton, Postsynaptic cell membrane, Synapse, 3D-structure, Autocatalytic cleavage","Unclassified","Unclassified","","secreted",TRUE,"CellChatDB v1"
"LAMC3_DAG1","LAMC3_DAG1","LAMININ","Lamc3","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - Dag1",TRUE,"Lamc3","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","",NA,"Dag1","","Secreted, Nucleoplasm, Cell membrane, Cytoplasm, Nucleus, Postsynaptic cell membrane, Sarcolemma, Extracellular space, Cytoskeleton","Membrane, Host-virus interaction, Lissencephaly, Secreted, Disulfide bond, Transmembrane, Dystroglycanopathy, Receptor, Host cell receptor for virus entry, Cytoplasm, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Congenital muscular dystrophy, Limb-girdle muscular dystrophy, Cytoskeleton, Postsynaptic cell membrane, Synapse, 3D-structure, Autocatalytic cleavage","Unclassified","Unclassified","","secreted",TRUE,"CellChatDB v1"
"ANXA1_FPR2_LXA4","ANXA1_FPR2_LXA4","ANNEXIN","Anxa1","FPR2_LXA4","","","","","PMID: 22610094","Secreted Signaling","Anxa1  - (Fpr2+Lxa4)",FALSE,"Anxa1","Annexin","Apical cell membrane, Membrane, Secretory vesicle lumen, Cell projection, Cell membrane, Endosome membrane, Cytoplasmic vesicle, Lateral cell membrane, Cytoplasm, Nucleus, Cytoplasmic vesicle membrane, Phagocytic cup, Extracellular exosome, Basolateral cell membrane, Secreted, Cilium, Early endosome, Extracellular space","Immunity, Membrane, Pharmaceutical, Secreted, Disulfide bond, Cytoplasm, Repeat, Cytoplasmic vesicle, Adaptive immunity, Cilium, Phospholipase A2 inhibitor, Annexin, Cell projection, Inflammatory response, Reference proteome, Metal-binding, Innate immunity, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, Calcium, Isopeptide bond, 3D-structure, Calcium/phospholipid-binding, Endosome, Acetylation, Ubl conjugation","secreted",FALSE,"Fpr2, Fpr3","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Chemotaxis, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v1"
"APP_CD74","APP_CD74","APP","App","Cd74","","","","","PMID: 19849849","Cell-Cell Contact","App  - Cd74",FALSE,"App","APP","Perikaryon, Cell projection, Membrane, Cytoplasmic vesicle, Growth cone, Clathrin-coated pit, Cell membrane, Early endosome","Secreted, Copper, Alzheimer disease, Cytoplasm, Notch signaling pathway, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Disease variant, Cell projection, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Golgi apparatus, Zinc, Isopeptide bond, Amyloid, Heparin-binding, Ubl conjugation, Protease inhibitor, Membrane, Disulfide bond, Transmembrane, Iron, Endosome, Oxidation, Alternative splicing, Serine protease inhibitor, Amyloidosis, Endocytosis, Signal, Reference proteome, Neurodegeneration, Nucleus, Phosphoprotein, Sulfation, Apoptosis, Coated pit, 3D-structure, Cell adhesion, Proteoglycan","",TRUE,"Cd74","","Golgi apparatus, Cell membrane, Endoplasmic reticulum membrane, trans-Golgi network, Lysosome, Endosome","Immunity, Membrane, Alternative initiation, Disulfide bond, Transmembrane, Signal-anchor, Alternative splicing, Adaptive immunity, Endoplasmic reticulum, Glycoprotein, Chaperone, Lysosome, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Golgi apparatus, 3D-structure, Endosome, Proteoglycan","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
"BST2_PIRA2","BST2_PIRA2","BST2","Bst2","Pira2","","","","","PMID: 19564354","Cell-Cell Contact","Bst2  - Pira2",FALSE,"Bst2","Tetherin","Apical cell membrane, Golgi apparatus, GPI-anchor, Cytoplasm, Cell membrane, trans-Golgi network, Membrane raft","Immunity, Coiled coil, Membrane, B-cell activation, Host-virus interaction, Alternative initiation, Antiviral defense, Disulfide bond, Transmembrane, Signal-anchor, Cytoplasm, Glycoprotein, Reference proteome, Lipoprotein, Cell membrane, Innate immunity, Transmembrane helix, GPI-anchor, Golgi apparatus, Isopeptide bond, 3D-structure, Endosome, Ubl conjugation","",TRUE,"Pira2","","Membrane, Secreted, Cell membrane","Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, Adaptive immunity, Glycoprotein, Secreted, Direct protein sequencing, 3D-structure, Cell membrane, Innate immunity, Nitration, Phosphoprotein","Receptors","IG;LILR","","",TRUE,"CellChatDB v1"
"CADM1_CADM1","CADM1_CADM1","CADM","Cadm1","Cadm1","","","","","PMID: 24503895","Cell-Cell Contact","Cadm1  - Cadm1",FALSE,"Cadm1","Nectin","Synapse, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Differentiation, Transmembrane, Spermatogenesis, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Synapse, 3D-structure, Tumor suppressor, Cell adhesion, Repeat","",TRUE,"Cadm1","Nectin","Synapse, Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Differentiation, Transmembrane, Spermatogenesis, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Synapse, 3D-structure, Tumor suppressor, Cell adhesion, Repeat","Miscellaneous","IG_AdhesionProteins;StructuralAndAdhesion","","",TRUE,"CellChatDB v1"
"CADM3_CADM3","CADM3_CADM3","CADM","Cadm3","Cadm3","","","","","KEGG: mmu04514","Cell-Cell Contact","Cadm3  - Cadm3",FALSE,"Cadm3","Nectin","Cell membrane, Cell junction","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Neurodegeneration, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Calcium, 3D-structure, Cell junction, Cell adhesion, Repeat","",TRUE,"Cadm3","Nectin","Cell membrane, Cell junction","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Neurodegeneration, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Calcium, 3D-structure, Cell junction, Cell adhesion, Repeat","Miscellaneous","IG_AdhesionProteins;StructuralAndAdhesion","","",TRUE,"CellChatDB v1"
"CD1D2_PIRA2","CD1D2_PIRA2","CD1D2","Cd1d2","Pira2","","","","","PMID: 19124746","Cell-Cell Contact","Cd1d2  - Pira2",FALSE,"Cd1d2","","Basolateral cell membrane, Lysosome membrane, Cell membrane, Endosome membrane, Endoplasmic reticulum membrane","Lysosome, Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Innate immunity, Transmembrane, 3D-structure, Endosome, Endoplasmic reticulum, Glycoprotein","",TRUE,"Pira2","","Membrane, Secreted, Cell membrane","Immunity, Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, Adaptive immunity, Glycoprotein, Secreted, Direct protein sequencing, 3D-structure, Cell membrane, Innate immunity, Nitration, Phosphoprotein","Receptors","IG;LILR","","",TRUE,"CellChatDB v1"
"CD200_CD200R1","CD200_CD200R1","CD200","Cd200","Cd200r1","","","","","PMID: 15187158","Cell-Cell Contact","Cd200  - Cd200r1",FALSE,"Cd200","","Cell membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative splicing, Glycoprotein","",TRUE,"Cd200r1","CD200R","Membrane, Cell membrane, Secreted","Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Host-virus interaction, Cell membrane, Secreted, Direct protein sequencing","Receptors","IG;OtherMisc","","secreted",TRUE,"CellChatDB v1"
"CD200_CD200R2","CD200_CD200R2","CD200","Cd200","Cd200r2","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd200  - Cd200r2",FALSE,"Cd200","","Cell membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative splicing, Glycoprotein","",TRUE,"Cd200r2","CD200R","Membrane, Cell membrane, Secreted","Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Host-virus interaction, Cell membrane, Secreted, Direct protein sequencing","Receptors","IG;OtherMisc","","secreted",TRUE,"CellChatDB v1"
"CD200_CD200R3","CD200_CD200R3","CD200","Cd200","Cd200r3","","","","","PMID: 22020332","Cell-Cell Contact","Cd200  - Cd200r3",FALSE,"Cd200","","Cell membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative splicing, Glycoprotein","",TRUE,"Cd200r3","CD200R","Membrane, Cell membrane, Secreted","Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Host-virus interaction, Cell membrane, Secreted, Direct protein sequencing","Receptors","IG;OtherMisc","","secreted",TRUE,"CellChatDB v1"
"CD200_CD200R4","CD200_CD200R4","CD200","Cd200","Cd200r4","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd200  - Cd200r4",FALSE,"Cd200","","Cell membrane","Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative splicing, Glycoprotein","",TRUE,"Cd200r4","CD200R","Membrane, Cell membrane, Secreted","Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Host-virus interaction, Cell membrane, Secreted, Direct protein sequencing","Receptors","IG;OtherMisc","","secreted",TRUE,"CellChatDB v1"
"FCER2A_ITGAM_ITGB2","FCER2A_ITGAM_ITGB2","CD23","Fcer2a","ITGAM_ITGB2","","","","","PMID: 7621072","Cell-Cell Contact","Fcer2a  - (Itgam+Itgb2)",FALSE,"Fcer2a","","Secreted, Cell membrane","Membrane, Secreted, Disulfide bond, Transmembrane, Signal-anchor, Receptor, Glycoprotein, IgE-binding protein, Lectin, Reference proteome, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, 3D-structure, Palmitate, Repeat","secreted",TRUE,"Itgam, Itgb2","Integrin alpha chain, Integrin beta chain","Membrane raft, Cell membrane","Systemic lupus erythematosus, Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Innate immunity, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Phagocytosis, Disease variant, Pyrrolidone carboxylic acid, Phosphoprotein","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"FCER2A_ITGAX_ITGB2","FCER2A_ITGAX_ITGB2","CD23","Fcer2a","ITGAX_ITGB2","","","","","PMID: 7621072","Cell-Cell Contact","Fcer2a  - (Itgax+Itgb2)",FALSE,"Fcer2a","","Secreted, Cell membrane","Membrane, Secreted, Disulfide bond, Transmembrane, Signal-anchor, Receptor, Glycoprotein, IgE-binding protein, Lectin, Reference proteome, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, 3D-structure, Palmitate, Repeat","secreted",TRUE,"Itgax, Itgb2","Integrin alpha chain, Integrin beta chain","Membrane, Membrane raft, Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Phagocytosis, Disease variant, Pyrrolidone carboxylic acid, Cell membrane, Phosphoprotein","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"FCER2A_ITGAV_ITGB3","FCER2A_ITGAV_ITGB3","CD23","Fcer2a","ITGAV_ITGB3","","","","","PMID: 10037797","Cell-Cell Contact","Fcer2a  - (Itgav+Itgb3)",TRUE,"Fcer2a","","Secreted, Cell membrane","Membrane, Secreted, Disulfide bond, Transmembrane, Signal-anchor, Receptor, Glycoprotein, IgE-binding protein, Lectin, Reference proteome, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, 3D-structure, Palmitate, Repeat","secreted",TRUE,"Itgav, Itgb3","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell membrane, Cell junction, Postsynaptic cell membrane, Lamellipodium membrane, Cell projection, Synapse","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Cell projection, Disease variant, Phosphoprotein, Postsynaptic cell membrane, Synapse","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"FCER2A_CR2","FCER2A_CR2","CD23","Fcer2a","Cr2","","","","","PMID: 16785534","Cell-Cell Contact","Fcer2a  - Cr2",FALSE,"Fcer2a","","Secreted, Cell membrane","Membrane, Secreted, Disulfide bond, Transmembrane, Signal-anchor, Receptor, Glycoprotein, IgE-binding protein, Lectin, Reference proteome, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, 3D-structure, Palmitate, Repeat","secreted",TRUE,"Cr2","Receptors of complement activation (RCA)","Cell membrane","Systemic lupus erythematosus, Immunity, Complement pathway, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Cell membrane, Innate immunity, Transmembrane helix, Direct protein sequencing, Sushi, 3D-structure, Repeat","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
"CD34_SELP","CD34_SELP","CD34","Cd34","Selp","","","","","PMID: 18606703","Cell-Cell Contact","Cd34  - Selp",FALSE,"Cd34","CD34","Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Transmembrane, Direct protein sequencing, Alternative splicing, Cell adhesion, Glycoprotein","",TRUE,"Selp","Selectin/LECAM","Cell membrane","Membrane, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Palmitate, Cell adhesion, Repeat","Receptors","Other_receptors;Selectin","","",TRUE,"CellChatDB v1"
"ENTPD1_ADORA1","ENTPD1_ADORA1","CD39","Entpd1","Adora1","","","","","PMID: 21677139","Cell-Cell Contact","Entpd1  - Adora1",FALSE,"Entpd1","GDA1/CD39 NTPase","Membrane","Membrane, Disulfide bond, Transmembrane, ATP-binding, Hereditary spastic paraplegia, Alternative splicing, Glycoprotein, Disease variant, Hydrolase, Reference proteome, Neurodegeneration, Lipoprotein, Transmembrane helix, Direct protein sequencing, Calcium, Palmitate, Magnesium, Nucleotide-binding","",TRUE,"Adora1","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Palmitate, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v1"
"ENTPD1_ADORA2A","ENTPD1_ADORA2A","CD39","Entpd1","Adora2a","","","","","PMID: 21677139","Cell-Cell Contact","Entpd1  - Adora2a",FALSE,"Entpd1","GDA1/CD39 NTPase","Membrane","Membrane, Disulfide bond, Transmembrane, ATP-binding, Hereditary spastic paraplegia, Alternative splicing, Glycoprotein, Disease variant, Hydrolase, Reference proteome, Neurodegeneration, Lipoprotein, Transmembrane helix, Direct protein sequencing, Calcium, Palmitate, Magnesium, Nucleotide-binding","",TRUE,"Adora2a","G-protein coupled receptor 1","Cell membrane","Transducer, Ubl conjugation, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v1"
"ENTPD1_ADORA2B","ENTPD1_ADORA2B","CD39","Entpd1","Adora2b","","","","","PMID: 21677139","Cell-Cell Contact","Entpd1  - Adora2b",FALSE,"Entpd1","GDA1/CD39 NTPase","Membrane","Membrane, Disulfide bond, Transmembrane, ATP-binding, Hereditary spastic paraplegia, Alternative splicing, Glycoprotein, Disease variant, Hydrolase, Reference proteome, Neurodegeneration, Lipoprotein, Transmembrane helix, Direct protein sequencing, Calcium, Palmitate, Magnesium, Nucleotide-binding","",TRUE,"Adora2b","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Palmitate, Glycoprotein","Receptors","GPCR;Rhodopsin","","",TRUE,"CellChatDB v1"
"ENTPD1_TMIGD3","ENTPD1_TMIGD3","CD39","Entpd1","Tmigd3","","","","","PMID: 21677139","Cell-Cell Contact","Entpd1  - Tmigd3",FALSE,"Entpd1","GDA1/CD39 NTPase","Membrane","Membrane, Disulfide bond, Transmembrane, ATP-binding, Hereditary spastic paraplegia, Alternative splicing, Glycoprotein, Disease variant, Hydrolase, Reference proteome, Neurodegeneration, Lipoprotein, Transmembrane helix, Direct protein sequencing, Calcium, Palmitate, Magnesium, Nucleotide-binding","",TRUE,"Tmigd3","","Membrane","Membrane, Alternative splicing, Reference proteome, Transmembrane helix, Transmembrane, Glycoprotein","","","","",NA,"CellChatDB v1"
"CD40LG_CD40","CD40LG_CD40","CD40","Cd40lg","Cd40","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd40lg  - Cd40",FALSE,"Cd40lg","Tumor necrosis factor","Cell membrane, Soluble form]: Secreted, Cell surface, [CD40 ligand","Disease variant, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Secreted, Transmembrane, Signal-anchor, Direct protein sequencing, 3D-structure, Cytokine, Glycoprotein","cytokine",TRUE,"Cd40","","Cell membrane, Secreted","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, 3D-structure, Repeat","Receptors","Other_receptors;TNFNGF","","secreted",TRUE,"CellChatDB v1"
"PTPRC_CD22","PTPRC_CD22","CD45","Ptprc","Cd22","","","","","PMID: 12115612","Cell-Cell Contact","Ptprc  - Cd22",FALSE,"Ptprc","Protein-tyrosine phosphatase","Cell membrane, Membrane raft","Membrane, Host-virus interaction, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Hydrolase, Reference proteome, SCID, Cell membrane, Transmembrane helix, Phosphoprotein, Protein phosphatase, 3D-structure, Repeat","",TRUE,"Cd22","Immunoglobulin superfamily, SIGLEC (sialic acid binding Ig-like lectin)","Cell membrane","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Glycoprotein, Lectin, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Isopeptide bond, 3D-structure, Cell adhesion, Repeat","Miscellaneous","IG_AdhesionProteins;StructuralAndAdhesion","","",TRUE,"CellChatDB v1"
"PTPRC_MRC1","PTPRC_MRC1","CD45","Ptprc","Mrc1","","","","","PMID: 27601670; PMID: 10575006","Cell-Cell Contact","Ptprc  - Mrc1",FALSE,"Ptprc","Protein-tyrosine phosphatase","Cell membrane, Membrane raft","Membrane, Host-virus interaction, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Hydrolase, Reference proteome, SCID, Cell membrane, Transmembrane helix, Phosphoprotein, Protein phosphatase, 3D-structure, Repeat","",TRUE,"Mrc1","","Cell membrane, Endosome membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Lectin, Endocytosis, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Endosome, Repeat","Receptors","MacrophageMannoseR;SCAR","","",TRUE,"CellChatDB v1"
"CD46_JAG1","CD46_JAG1","CD46","Cd46","Jag1","","","","","PMID: 23086448","Cell-Cell Contact","Cd46  - Jag1",FALSE,"Cd46","","Cytoplasmic vesicle, Secretory vesicle, Acrosome inner membrane","Complement pathway, Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Fertilization, Host cell receptor for virus entry, Receptor, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Signal, Reference proteome, Transmembrane helix, Innate immunity, Phosphoprotein, Direct protein sequencing, Sushi, Hemolytic uremic syndrome, 3D-structure, Repeat","",TRUE,"Jag1","","Cell membrane, Membrane","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Notch signaling pathway, Deafness, EGF-like domain, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Calcium, 3D-structure, Repeat","Miscellaneous","Jagged;Ligand","","",TRUE,"CellChatDB v1"
"CD48_CD244A","CD48_CD244A","CD48","Cd48","Cd244a","","","","","PMID: 26697006","Cell-Cell Contact","Cd48  - Cd244a",FALSE,"Cd48","","Secreted, Cell membrane, GPI-anchor","Membrane, Signal, Reference proteome, Lipoprotein, Immunoglobulin domain, GPI-anchor, Disulfide bond, Secreted, Cell membrane, Direct protein sequencing, Alternative splicing, Repeat, 3D-structure, Glycoprotein","",TRUE,"Cd244a","","Cell membrane, Membrane","Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, Direct protein sequencing, Repeat","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
"CD52_SIGLECG","CD52_SIGLECG","CD52","Cd52","Siglecg","","","","","PMID: 23685786","Cell-Cell Contact","Cd52  - Siglecg",FALSE,"Cd52","","Cell membrane, GPI-anchor","Membrane, Signal, Reference proteome, Lipoprotein, GPI-anchor, Cell membrane, Direct protein sequencing, 3D-structure, Glycoprotein","",TRUE,"Siglecg","Immunoglobulin superfamily, SIGLEC (sialic acid binding Ig-like lectin)","Cell membrane, Secreted, Membrane","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Lectin, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, Cell adhesion, Repeat","Miscellaneous","IG_AdhesionProteins;StructuralAndAdhesion","","secreted",TRUE,"CellChatDB v1"
"CD6_ALCAM","CD6_ALCAM","CD6","Cd6","Alcam","","","","","PMID: 23602662","Cell-Cell Contact","Cd6  - Alcam",FALSE,"Cd6","","Cell membrane","Immunity, Membrane, Secreted, Disulfide bond, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Innate immunity, 3D-structure, Cell adhesion, Repeat","secreted",TRUE,"Alcam","","Cell membrane, Dendrite, Cell projection, Axon","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Adaptive immunity, Glycoprotein, Cell projection, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Direct protein sequencing, 3D-structure, Cell adhesion, Repeat","Unclassified","Unclassified","","secreted",TRUE,"CellChatDB v1"
"CD80_CD274","CD80_CD274","CD80","Cd80","Cd274","","","","","PMID: 17629517; PMID: 18585785","Cell-Cell Contact","Cd80  - Cd274",FALSE,"Cd80","","Membrane","Membrane, Signal, Reference proteome, Host-virus interaction, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Direct protein sequencing, Host cell receptor for virus entry, Receptor, Alternative splicing, 3D-structure, Glycoprotein","",TRUE,"Cd274","Immunoglobulin superfamily, BTN/MOG","Cell membrane, Early endosome membrane, Recycling endosome membrane","Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, 3D-structure, Endosome, Ubl conjugation","Unclassified","Unclassified","","",TRUE,"CellChatDB v1"
